REPORT_DATE_AS_YYYY-MM-DD,REF_WEEK_END,CFTC_NET_LONG,OPEN_INTEREST_ALL,PROD_MERC_POSITIONS_LONG_ALL,PROD_MERC_POSITIONS_SHORT_ALL,SWAP_POSITIONS_LONG_ALL,SWAP__POSITIONS_SHORT_ALL,SWAP__POSITIONS_SPREAD_ALL,M_MONEY_POSITIONS_LONG_ALL,M_MONEY_POSITIONS_SHORT_ALL,M_MONEY_POSITIONS_SPREAD_ALL,OTHER_REPT_POSITIONS_LONG_ALL,OTHER_REPT_POSITIONS_SHORT_ALL,OTHER_REPT_POSITIONS_SPREAD_ALL,TOT_REPT_POSITIONS_LONG_ALL,TOT_REPT_POSITIONS_SHORT_ALL,NONREPT_POSITIONS_LONG_ALL,NONREPT_POSITIONS_SHORT_ALL,OPEN_INTEREST_OLD,PROD_MERC_POSITIONS_LONG_OLD,PROD_MERC_POSITIONS_SHORT_OLD,SWAP_POSITIONS_LONG_OLD,SWAP__POSITIONS_SHORT_OLD,SWAP__POSITIONS_SPREAD_OLD,M_MONEY_POSITIONS_LONG_OLD,M_MONEY_POSITIONS_SHORT_OLD,M_MONEY_POSITIONS_SPREAD_OLD,OTHER_REPT_POSITIONS_LONG_OLD,OTHER_REPT_POSITIONS_SHORT_OLD,OTHER_REPT_POSITIONS_SPREAD_OLD,TOT_REPT_POSITIONS_LONG_OLD,TOT_REPT_POSITIONS_SHORT_OLD,NONREPT_POSITIONS_LONG_OLD,NONREPT_POSITIONS_SHORT_OLD,OPEN_INTEREST_OTHER,PROD_MERC_POSITIONS_LONG_OTHER,PROD_MERC_POSITIONS_SHORT_OTHER,SWAP_POSITIONS_LONG_OTHER,SWAP__POSITIONS_SHORT_OTHER,SWAP__POSITIONS_SPREAD_OTHER,M_MONEY_POSITIONS_LONG_OTHER,M_MONEY_POSITIONS_SHORT_OTHER,M_MONEY_POSITIONS_SPREAD_OTHER,OTHER_REPT_POSITIONS_LONG_OTHER,OTHER_REPT_POSITIONS_SHORT_OTHER,OTHER_REPT_POSITIONS_SPREAD_OTHER,TOT_REPT_POSITIONS_LONG_OTHER,TOT_REPT_POSITIONS_SHORT_OTHER,NONREPT_POSITIONS_LONG_OTHER,NONREPT_POSITIONS_SHORT_OTHER,CHANGE_IN_OPEN_INTEREST_ALL,CHANGE_IN_PROD_MERC_LONG_ALL,CHANGE_IN_PROD_MERC_SHORT_ALL,CHANGE_IN_SWAP_LONG_ALL,CHANGE_IN_SWAP_SHORT_ALL,CHANGE_IN_SWAP_SPREAD_ALL,CHANGE_IN_M_MONEY_LONG_ALL,CHANGE_IN_M_MONEY_SHORT_ALL,CHANGE_IN_M_MONEY_SPREAD_ALL,CHANGE_IN_OTHER_REPT_LONG_ALL,CHANGE_IN_OTHER_REPT_SHORT_ALL,CHANGE_IN_OTHER_REPT_SPREAD_ALL,CHANGE_IN_TOT_REPT_LONG_ALL,CHANGE_IN_TOT_REPT_SHORT_ALL,CHANGE_IN_NONREPT_LONG_ALL,CHANGE_IN_NONREPT_SHORT_ALL,PCT_OF_OPEN_INTEREST_ALL,PCT_OF_OI_PROD_MERC_LONG_ALL,PCT_OF_OI_PROD_MERC_SHORT_ALL,PCT_OF_OI_SWAP_LONG_ALL,PCT_OF_OI_SWAP_SHORT_ALL,PCT_OF_OI_SWAP_SPREAD_ALL,PCT_OF_OI_M_MONEY_LONG_ALL,PCT_OF_OI_M_MONEY_SHORT_ALL,PCT_OF_OI_M_MONEY_SPREAD_ALL,PCT_OF_OI_OTHER_REPT_LONG_ALL,PCT_OF_OI_OTHER_REPT_SHORT_ALL,PCT_OF_OI_OTHER_REPT_SPREAD_ALL,PCT_OF_OI_TOT_REPT_LONG_ALL,PCT_OF_OI_TOT_REPT_SHORT_ALL,PCT_OF_OI_NONREPT_LONG_ALL,PCT_OF_OI_NONREPT_SHORT_ALL,PCT_OF_OPEN_INTEREST_OLD,PCT_OF_OI_PROD_MERC_LONG_OLD,PCT_OF_OI_PROD_MERC_SHORT_OLD,PCT_OF_OI_SWAP_LONG_OLD,PCT_OF_OI_SWAP_SHORT_OLD,PCT_OF_OI_SWAP_SPREAD_OLD,PCT_OF_OI_M_MONEY_LONG_OLD,PCT_OF_OI_M_MONEY_SHORT_OLD,PCT_OF_OI_M_MONEY_SPREAD_OLD,PCT_OF_OI_OTHER_REPT_LONG_OLD,PCT_OF_OI_OTHER_REPT_SHORT_OLD,PCT_OF_OI_OTHER_REPT_SPREAD_OLD,PCT_OF_OI_TOT_REPT_LONG_OLD,PCT_OF_OI_TOT_REPT_SHORT_OLD,PCT_OF_OI_NONREPT_LONG_OLD,PCT_OF_OI_NONREPT_SHORT_OLD,PCT_OF_OPEN_INTEREST_OTHER,PCT_OF_OI_PROD_MERC_LONG_OTHER,PCT_OF_OI_PROD_MERC_SHORT_OTHER,PCT_OF_OI_SWAP_LONG_OTHER,PCT_OF_OI_SWAP_SHORT_OTHER,PCT_OF_OI_SWAP_SPREAD_OTHER,PCT_OF_OI_M_MONEY_LONG_OTHER,PCT_OF_OI_M_MONEY_SHORT_OTHER,PCT_OF_OI_M_MONEY_SPREAD_OTHER,PCT_OF_OI_OTHER_REPT_LONG_OTHER,PCT_OF_OI_OTHER_REPT_SHORT_OTHER,PCT_OF_OI_OTHER_REPT_SPREAD_OTHER,PCT_OF_OI_TOT_REPT_LONG_OTHER,PCT_OF_OI_TOT_REPT_SHORT_OTHER,PCT_OF_OI_NONREPT_LONG_OTHER,PCT_OF_OI_NONREPT_SHORT_OTHER,TRADERS_PROD_MERC_LONG_ALL,TRADERS_PROD_MERC_SHORT_ALL,TRADERS_SWAP_LONG_ALL,TRADERS_SWAP_SHORT_ALL,TRADERS_SWAP_SPREAD_ALL,TRADERS_M_MONEY_LONG_ALL,TRADERS_M_MONEY_SHORT_ALL,TRADERS_M_MONEY_SPREAD_ALL,TRADERS_OTHER_REPT_LONG_ALL,TRADERS_OTHER_REPT_SHORT_ALL,TRADERS_OTHER_REPT_SPREAD_ALL,TRADERS_TOT_REPT_LONG_ALL,TRADERS_TOT_REPT_SHORT_ALL,TRADERS_PROD_MERC_LONG_OLD,TRADERS_PROD_MERC_SHORT_OLD,TRADERS_SWAP_LONG_OLD,TRADERS_SWAP_SHORT_OLD,TRADERS_SWAP_SPREAD_OLD,TRADERS_M_MONEY_LONG_OLD,TRADERS_M_MONEY_SHORT_OLD,TRADERS_M_MONEY_SPREAD_OLD,TRADERS_OTHER_REPT_LONG_OLD,TRADERS_OTHER_REPT_SHORT_OLD,TRADERS_OTHER_REPT_SPREAD_OLD,TRADERS_TOT_REPT_LONG_OLD,TRADERS_TOT_REPT_SHORT_OLD,TRADERS_PROD_MERC_LONG_OTHER,TRADERS_PROD_MERC_SHORT_OTHER,TRADERS_SWAP_LONG_OTHER,TRADERS_SWAP_SHORT_OTHER,TRADERS_SWAP_SPREAD_OTHER,TRADERS_M_MONEY_LONG_OTHER,TRADERS_M_MONEY_SHORT_OTHER,TRADERS_M_MONEY_SPREAD_OTHER,TRADERS_OTHER_REPT_LONG_OTHER,TRADERS_OTHER_REPT_SHORT_OTHER,TRADERS_OTHER_REPT_SPREAD_OTHER,TRADERS_TOT_REPT_LONG_OTHER,TRADERS_TOT_REPT_SHORT_OTHER,CONC_GROSS_LE_4_TDR_LONG_ALL,CONC_GROSS_LE_4_TDR_SHORT_ALL,CONC_GROSS_LE_8_TDR_LONG_ALL,CONC_GROSS_LE_8_TDR_SHORT_ALL,CONC_NET_LE_4_TDR_LONG_ALL,CONC_NET_LE_4_TDR_SHORT_ALL,CONC_NET_LE_8_TDR_LONG_ALL,CONC_NET_LE_8_TDR_SHORT_ALL,CONC_GROSS_LE_4_TDR_LONG_OLD,CONC_GROSS_LE_4_TDR_SHORT_OLD,CONC_GROSS_LE_8_TDR_LONG_OLD,CONC_GROSS_LE_8_TDR_SHORT_OLD,CONC_NET_LE_4_TDR_LONG_OLD,CONC_NET_LE_4_TDR_SHORT_OLD,CONC_NET_LE_8_TDR_LONG_OLD,CONC_NET_LE_8_TDR_SHORT_OLD,CONC_GROSS_LE_4_TDR_LONG_OTHER,CONC_GROSS_LE_4_TDR_SHORT_OTHER,CONC_GROSS_LE_8_TDR_LONG_OTHER,CONC_GROSS_LE_8_TDR_SHORT_OTHER,CONC_NET_LE_4_TDR_LONG_OTHER,CONC_NET_LE_4_TDR_SHORT_OTHER,CONC_NET_LE_8_TDR_LONG_OTHER,CONC_NET_LE_8_TDR_SHORT_OTHER
2023-05-30,2023-06-02,0,140880,37528,19184,8247,55115,4090,0,0,0,49280,17745,8863,108008,104997,32872,35883,140880,37528,19184,8247,55115,4090,0,0,0,49280,17745,8863,108008,104997,32872,35883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    9596,   11578,   -2629,     -25,   12002,   -1305,       0,       0,       0,   -1855,     383,     914,    9307,    9365,     289,     231,100.0,26.6,13.6,5.9,39.1,2.9,0.0,0.0,0.0,35.0,12.6,6.3,76.7,74.5,23.3,25.5,100.0,26.6,13.6,5.9,39.1,2.9,0.0,0.0,0.0,35.0,12.6,6.3,76.7,74.5,23.3,25.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     13,     14,.,      7,      6,      0,      0,      0,      6,      4,      6,26,33,     13,     14,.,      7,      6,      0,      0,      0,      6,      4,      6,     26,     33,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,50.2,37.4,61.2,52.7,43.7,37.4,52.9,49.8,50.2,37.4,61.2,52.7,43.7,37.4,52.9,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-30,2023-06-02,0,496375,248268,252239,10697,32095,23020,4468,27825,32554,80361,32024,84725,484093,484482,12282,11893,496375,248268,252239,10697,32095,23020,4468,27825,32554,80361,32024,84725,484093,484482,12282,11893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    9325,   18828,   -5141,    -995,     474,    -528,  -10562,    7589,    2101,     922,    4362,    -122,    9644,    8735,    -319,     590,100.0,50.0,50.8,2.2,6.5,4.6,0.9,5.6,6.6,16.2,6.5,17.1,97.5,97.6,2.5,2.4,100.0,50.0,50.8,2.2,6.5,4.6,0.9,5.6,6.6,16.2,6.5,17.1,97.5,97.6,2.5,2.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     40,     41,      6,      8,     13,      5,     14,     13,     17,     22,     30,105,107,     40,     41,      6,      8,     13,      5,     14,     13,     17,     22,     30,    105,    107,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,30.9,30.4,44.5,46.6,18.8,23.9,28.8,32.6,30.9,30.4,44.5,46.6,18.8,23.9,28.8,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06,2023-06-09,0,122213,31785,12687,5262,48710,2508,0,0,0,42023,16108,8365,89943,88378,32270,33835,122213,31785,12687,5262,48710,2508,0,0,0,42023,16108,8365,89943,88378,32270,33835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -18667,   -5743,   -6497,   -2985,   -6405,   -1582,       0,       0,       0,   -7257,   -1637,    -498,  -18065,  -16619,    -602,   -2048,100.0,26.0,10.4,4.3,39.9,2.1,0.0,0.0,0.0,34.4,13.2,6.8,73.6,72.3,26.4,27.7,100.0,26.0,10.4,4.3,39.9,2.1,0.0,0.0,0.0,34.4,13.2,6.8,73.6,72.3,26.4,27.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     11,     12,.,      6,      5,      0,      0,      0,      6,      4,      5,22,30,     11,     12,.,      6,      5,      0,      0,      0,      6,      4,      5,     22,     30,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,53.1,38.9,62.5,54.7,45.8,38.9,53.1,51.1,53.1,38.9,62.5,54.7,45.8,38.9,53.1,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06,2023-06-09,0,528997,276106,267958,12306,32978,24488,4074,37396,30762,79944,34535,89514,517194,517631,11803,11366,528997,276106,267958,12306,32978,24488,4074,37396,30762,79944,34535,89514,517194,517631,11803,11366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   32622,   27838,   15719,    1609,     883,    1468,    -394,    9571,   -1792,    -417,    2511,    4789,   33101,   33149,    -479,    -527,100.0,52.2,50.7,2.3,6.2,4.6,0.8,7.1,5.8,15.1,6.5,16.9,97.8,97.9,2.2,2.1,100.0,52.2,50.7,2.3,6.2,4.6,0.8,7.1,5.8,15.1,6.5,16.9,97.8,97.9,2.2,2.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     41,     38,      6,      8,     13,      4,     14,     13,     19,     22,     32,108,104,     41,     38,      6,      8,     13,      4,     14,     13,     19,     22,     32,    108,    104,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,29.4,29.4,44.1,44.8,18.2,23.0,27.9,32.4,29.4,29.4,44.1,44.8,18.2,23.0,27.9,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-13,2023-06-16,0,125128,33562,14636,5344,48405,2528,0,0,0,43180,16079,8360,92974,90008,32154,35120,125128,33562,14636,5344,48405,2528,0,0,0,43180,16079,8360,92974,90008,32154,35120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    2915,    1777,    1949,      82,    -305,      20,       0,       0,       0,    1157,     -29,      -5,    3031,    1630,    -116,    1285,100.0,26.8,11.7,4.3,38.7,2.0,0.0,0.0,0.0,34.5,12.9,6.7,74.3,71.9,25.7,28.1,100.0,26.8,11.7,4.3,38.7,2.0,0.0,0.0,0.0,34.5,12.9,6.7,74.3,71.9,25.7,28.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     12,     12,.,      6,      5,      0,      0,      0,      6,      4,      5,23,30,     12,     12,.,      6,      5,      0,      0,      0,      6,      4,      5,     23,     30,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,53.2,38.0,63.9,53.2,45.8,38.0,53.6,49.8,53.2,38.0,63.9,53.2,45.8,38.0,53.6,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-13,2023-06-16,0,525534,252898,255593,17393,31758,22657,5185,36661,35984,85824,38211,93991,513932,514855,11602,10679,525534,252898,255593,17393,31758,22657,5185,36661,35984,85824,38211,93991,513932,514855,11602,10679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -3463,  -23208,  -12365,    5087,   -1220,   -1831,    1111,    -735,    5222,    5880,    3676,    4477,   -3262,   -2776,    -201,    -687,100.0,48.1,48.6,3.3,6.0,4.3,1.0,7.0,6.8,16.3,7.3,17.9,97.8,98.0,2.2,2.0,100.0,48.1,48.6,3.3,6.0,4.3,1.0,7.0,6.8,16.3,7.3,17.9,97.8,98.0,2.2,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     43,     41,      6,      8,     13,      6,     12,     16,     16,     26,     34,114,109,     43,     41,      6,      8,     13,      6,     12,     16,     16,     26,     34,    114,    109,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,28.8,29.2,41.8,45.5,18.2,23.7,26.8,33.0,28.8,29.2,41.8,45.5,18.2,23.7,26.8,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-20,2023-06-23,0,126197,32136,15156,5269,49063,2528,0,0,0,45016,15269,8671,93620,90687,32577,35510,126197,32136,15156,5269,49063,2528,0,0,0,45016,15269,8671,93620,90687,32577,35510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1069,   -1426,     520,     -75,     658,       0,       0,       0,       0,    1836,    -810,     311,     646,     679,     423,     390,100.0,25.5,12.0,4.2,38.9,2.0,0.0,0.0,0.0,35.7,12.1,6.9,74.2,71.9,25.8,28.1,100.0,25.5,12.0,4.2,38.9,2.0,0.0,0.0,0.0,35.7,12.1,6.9,74.2,71.9,25.8,28.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     11,     12,.,      6,      5,      0,      0,      0,      6,      4,      7,24,30,     11,     12,.,      6,      5,      0,      0,      0,      6,      4,      7,     24,     30,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,53.5,38.3,63.6,53.0,46.6,38.3,53.8,49.6,53.5,38.3,63.6,53.0,46.6,38.3,53.8,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-20,2023-06-23,0,495063,234081,253696,15494,21372,22429,10293,38128,29633,86191,31616,87211,485332,484085,9731,10978,495063,234081,253696,15494,21372,22429,10293,38128,29633,86191,31616,87211,485332,484085,9731,10978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -30471,  -18817,   -1897,   -1899,  -10386,    -228,    5108,    1467,   -6351,     367,   -6595,   -6780,  -28600,  -30770,   -1871,     299,100.0,47.3,51.2,3.1,4.3,4.5,2.1,7.7,6.0,17.4,6.4,17.6,98.0,97.8,2.0,2.2,100.0,47.3,51.2,3.1,4.3,4.5,2.1,7.7,6.0,17.4,6.4,17.6,98.0,97.8,2.0,2.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     45,     39,      6,      8,     13,      7,     12,     14,     19,     21,     32,114,104,     45,     39,      6,      8,     13,      7,     12,     14,     19,     21,     32,    114,    104,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,30.9,30.3,44.5,46.5,19.6,25.3,27.6,34.4,30.9,30.3,44.5,46.5,19.6,25.3,27.6,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-27,2023-06-30,0,132761,35218,19603,5176,51349,2586,0,0,0,48968,15139,8746,100694,97423,32067,35338,132761,35218,19603,5176,51349,2586,0,0,0,48968,15139,8746,100694,97423,32067,35338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    6564,    3082,    4447,     -93,    2286,      58,       0,       0,       0,    3952,    -130,      75,    7074,    6736,    -510,    -172,100.0,26.5,14.8,3.9,38.7,1.9,0.0,0.0,0.0,36.9,11.4,6.6,75.8,73.4,24.2,26.6,100.0,26.5,14.8,3.9,38.7,1.9,0.0,0.0,0.0,36.9,11.4,6.6,75.8,73.4,24.2,26.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     14,     13,.,      6,      5,      0,      0,      0,      6,      4,      7,27,31,     14,     13,.,      6,      5,      0,      0,      0,      6,      4,      7,     27,     31,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,53.7,38.0,64.4,52.0,47.2,38.0,54.6,49.5,53.7,38.0,64.4,52.0,47.2,38.0,54.6,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-27,2023-06-30,0,512855,252294,265015,13628,21688,24900,9321,35073,22976,82616,35760,95650,501385,501062,11470,11793,512855,252294,265015,13628,21688,24900,9321,35073,22976,82616,35760,95650,501385,501062,11470,11793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   17792,   18213,   11319,   -1866,     316,    2471,    -972,   -3055,   -6657,   -3575,    4144,    8439,   16053,   16977,    1739,     815,100.0,49.2,51.7,2.7,4.2,4.9,1.8,6.8,4.5,16.1,7.0,18.7,97.8,97.7,2.2,2.3,100.0,49.2,51.7,2.7,4.2,4.9,1.8,6.8,4.5,16.1,7.0,18.7,97.8,97.7,2.2,2.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     44,     38,      7,      7,     13,      7,     12,     14,     19,     23,     32,114,104,     44,     38,      7,      7,     13,      7,     12,     14,     19,     23,     32,    114,    104,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,30.3,30.2,44.3,46.9,19.1,22.6,27.7,31.6,30.3,30.2,44.3,46.9,19.1,22.6,27.7,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03,2023-07-07,0,117652,26250,14524,4828,45618,3427,0,0,0,40321,12895,8363,83189,84827,34463,32825,117652,26250,14524,4828,45618,3427,0,0,0,40321,12895,8363,83189,84827,34463,32825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -15109,   -8968,   -5079,    -348,   -5731,     841,       0,       0,       0,   -8647,   -2244,    -383,  -17505,  -12596,    2396,   -2513,100.0,22.3,12.3,4.1,38.8,2.9,0.0,0.0,0.0,34.3,11.0,7.1,70.7,72.1,29.3,27.9,100.0,22.3,12.3,4.1,38.8,2.9,0.0,0.0,0.0,34.3,11.0,7.1,70.7,72.1,29.3,27.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,      9,      9,.,      6,      5,      0,      0,      0,      4,      4,      6,21,25,      9,      9,.,      6,      5,      0,      0,      0,      4,      4,      6,     21,     25,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,53.7,39.2,62.5,54.2,46.2,39.2,53.1,50.1,53.7,39.2,62.5,54.2,46.2,39.2,53.1,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03,2023-07-07,0,519512,247571,272795,13693,20836,24955,11559,34076,23472,89221,34479,99288,509759,509901,9753,9611,519512,247571,272795,13693,20836,24955,11559,34076,23472,89221,34479,99288,509759,509901,9753,9611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    6657,   -4723,    7780,      65,    -852,      55,    2238,    -997,     496,    6605,   -1281,    3638,    8374,    8839,   -1717,   -2182,100.0,47.7,52.5,2.6,4.0,4.8,2.2,6.6,4.5,17.2,6.6,19.1,98.1,98.1,1.9,1.9,100.0,47.7,52.5,2.6,4.0,4.8,2.2,6.6,4.5,17.2,6.6,19.1,98.1,98.1,1.9,1.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     43,     39,      6,      8,     13,      6,     12,     14,     21,     23,     37,118,108,     43,     39,      6,      8,     13,      6,     12,     14,     21,     23,     37,    118,    108,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,29.8,29.8,43.4,45.5,19.5,22.8,28.0,31.6,29.8,29.8,43.4,45.5,19.5,22.8,28.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-11,2023-07-14,0,129360,34585,14543,5548,50475,4114,0,0,0,40897,13976,9107,94251,92215,35109,37145,129360,34585,14543,5548,50475,4114,0,0,0,40897,13976,9107,94251,92215,35109,37145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   11708,    8335,      19,     720,    4857,     687,       0,       0,       0,     576,    1081,     744,   11062,    7388,     646,    4320,100.0,26.7,11.2,4.3,39.0,3.2,0.0,0.0,0.0,31.6,10.8,7.0,72.9,71.3,27.1,28.7,100.0,26.7,11.2,4.3,39.0,3.2,0.0,0.0,0.0,31.6,10.8,7.0,72.9,71.3,27.1,28.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     11,     12,      4,      6,      6,      0,      0,      0,      5,      4,      7,25,30,     11,     12,      4,      6,      6,      0,      0,      0,      5,      4,      7,     25,     30,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,55.0,39.7,63.2,53.2,48.4,39.7,54.9,49.7,55.0,39.7,63.2,53.2,48.4,39.7,54.9,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-11,2023-07-14,0,531107,244634,275784,15169,19985,27253,12756,34417,25499,87655,31288,104199,517165,518425,13942,12682,531107,244634,275784,15169,19985,27253,12756,34417,25499,87655,31288,104199,517165,518425,13942,12682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   11595,   -2937,    2989,    1476,    -851,    2298,    1197,     341,    2027,   -1566,   -3191,    4911,    7406,    8524,    4189,    3071,100.0,46.1,51.9,2.9,3.8,5.1,2.4,6.5,4.8,16.5,5.9,19.6,97.4,97.6,2.6,2.4,100.0,46.1,51.9,2.9,3.8,5.1,2.4,6.5,4.8,16.5,5.9,19.6,97.4,97.6,2.6,2.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     40,     38,      6,      8,     13,      6,     11,     14,     20,     22,     33,110,102,     40,     38,      6,      8,     13,      6,     11,     14,     20,     22,     33,    110,    102,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,29.7,29.9,44.0,45.6,19.9,23.4,27.6,31.9,29.7,29.9,44.0,45.6,19.9,23.4,27.6,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-18,2023-07-21,0,527903,240212,286072,13484,19450,30991,19181,39260,18369,94344,25287,98198,514779,517627,13124,10276,527903,240212,286072,13484,19450,30991,19181,39260,18369,94344,25287,98198,514779,517627,13124,10276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -3204,   -4422,   10288,   -1685,    -535,    3738,    6425,    4843,   -7130,    6689,   -6001,   -6001,   -2386,    -798,    -818,   -2406,100.0,45.5,54.2,2.6,3.7,5.9,3.6,7.4,3.5,17.9,4.8,18.6,97.5,98.1,2.5,1.9,100.0,45.5,54.2,2.6,3.7,5.9,3.6,7.4,3.5,17.9,4.8,18.6,97.5,98.1,2.5,1.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     40,     36,      5,      9,     13,      7,     10,     12,     16,     23,     36,107,101,     40,     36,      5,      9,     13,      7,     10,     12,     16,     23,     36,    107,    101,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,29.3,29.4,44.5,45.2,18.5,23.8,27.5,31.4,29.3,29.4,44.5,45.2,18.5,23.8,27.5,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-18,2023-07-21,0,133049,34933,15864,5564,51357,4082,0,0,0,42951,14059,9422,96952,94784,36097,38265,133049,34933,15864,5564,51357,4082,0,0,0,42951,14059,9422,96952,94784,36097,38265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    3689,     348,    1321,      16,     882,     -32,       0,       0,       0,    2054,      83,     315,    2701,    2569,     988,    1120,100.0,26.3,11.9,4.2,38.6,3.1,0.0,0.0,0.0,32.3,10.6,7.1,72.9,71.2,27.1,28.8,100.0,26.3,11.9,4.2,38.6,3.1,0.0,0.0,0.0,32.3,10.6,7.1,72.9,71.2,27.1,28.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     11,     12,      4,      6,      6,      0,      0,      0,      5,      4,      7,25,30,     11,     12,      4,      6,      6,      0,      0,      0,      5,      4,      7,     25,     30,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,54.6,39.4,63.3,52.2,48.6,39.4,54.9,49.1,54.6,39.4,63.3,52.2,48.6,39.4,54.9,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
