date,cash,positions_value,total_value,net_value,return,002466return,002466dividend,000858return,000858dividend,000333return,000333dividend,002555return,002555dividend,002602return,002602dividend
2023-11-20,836464.6243,162533.0,998997.6243,0.9989976243,-1002.375699999975,0.0,0.0,0.0,0.0,-1002.3757000000041,6975.0,0.0,0.0,0.0,0
2023-11-21,696457.0153,302365.0,998822.0153,0.9988220152999999,-1177.98470000003,0.0,0.0,-237.60900000002584,0.0,-940.3757000000041,6975.0,0.0,0.0,0.0,0
2023-11-22,696457.0153,299824.0,996281.0153,0.9962810153,-3718.98470000003,0.0,0.0,-1848.6090000000258,0.0,-1870.3757000000041,6975.0,0.0,0.0,0.0,0
2023-11-23,696457.0153,301319.0,997776.0153,0.9977760152999999,-2223.98470000003,0.0,0.0,-2244.609000000026,0.0,20.624299999995856,6975.0,0.0,0.0,0.0,0
2023-11-24,696457.0153,300595.0,997052.0153,0.9970520153,-2947.98470000003,0.0,0.0,-2100.609000000026,0.0,-847.3757000000041,6975.0,0.0,0.0,0.0,0
2023-11-27,696457.0153,295432.0,991889.0153,0.9918890153,-8110.98470000003,0.0,0.0,-5682.609000000026,0.0,-2428.375700000004,6975.0,0.0,0.0,0.0,0
2023-11-28,696457.0153,296718.0,993175.0153,0.9931750153,-6824.98470000003,0.0,0.0,-6132.609000000026,0.0,-692.3757000000041,6975.0,0.0,0.0,0.0,0
2023-11-29,696457.0153,294701.0,991158.0153,0.9911580152999999,-8841.98470000003,0.0,0.0,-6537.609000000026,0.0,-2304.375700000004,6975.0,0.0,0.0,0.0,0
2023-11-30,696457.0153,294412.0,990869.0153,0.9908690152999999,-9130.98470000003,0.0,0.0,-5772.609000000026,0.0,-3358.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-01,696457.0153,289194.0,985651.0153,0.9856510153,-14348.98470000003,0.0,0.0,-7518.609000000026,0.0,-6830.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-04,696457.0153,286544.0,983001.0153,0.9830010153,-16998.98470000003,0.0,0.0,-8742.609000000026,0.0,-8256.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-05,696457.0153,280985.0,977442.0153,0.9774420153,-22557.98470000003,0.0,0.0,-11604.60900000004,0.0,-10953.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-06,696457.0153,282148.0,978605.0153,0.9786050153,-21394.98470000003,0.0,0.0,-10317.609000000026,0.0,-11077.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-07,696457.0153,283950.0,980407.0153,0.9804070153,-19592.98470000003,0.0,0.0,-11739.609000000011,0.0,-7853.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-08,696457.0153,284691.0,981148.0153,0.9811480153,-18851.98470000003,0.0,0.0,-11370.609000000026,0.0,-7481.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-11,696457.0153,283442.0,979899.0153,0.9798990153,-20100.98470000003,0.0,0.0,-14727.60900000004,0.0,-5373.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-12,696457.0153,283470.0,979927.0153,0.9799270152999999,-20072.98470000003,0.0,0.0,-14637.609000000011,0.0,-5435.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-13,696457.0153,277541.0,973998.0153,0.9739980153,-26001.98470000003,0.0,0.0,-19605.609000000026,0.0,-6396.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-14,696457.0153,277144.0,973601.0153,0.9736010153,-26398.98470000003,0.0,0.0,-20622.609000000026,0.0,-5776.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-15,696457.0153,276353.0,972810.0153,0.9728100153,-27189.98470000003,0.0,0.0,-19677.60900000004,0.0,-7512.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-18,696457.0153,278979.0,975436.0153,0.9754360153,-24563.98470000003,0.0,0.0,-19407.609000000026,0.0,-5156.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-19,696457.0153,277322.0,973779.0153,0.9737790153,-26220.98470000003,0.0,0.0,-20010.60900000001,0.0,-6210.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-20,696457.0153,277110.0,973567.0153,0.9735670153,-26432.98470000003,0.0,0.0,-21090.609000000026,0.0,-5342.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-21,696457.0153,281952.0,978409.0153,0.9784090153,-21590.98470000003,0.0,0.0,-19317.609000000026,0.0,-2273.375700000004,6975.0,0.0,0.0,0.0,0
2023-12-22,696457.0153,283665.0,980122.0153,0.9801220153,-19877.98470000003,0.0,0.0,-19929.60900000004,0.0,51.624299999995856,6975.0,0.0,0.0,0.0,0
2023-12-25,696457.0153,284372.0,980829.0153,0.9808290153,-19170.98470000003,0.0,0.0,-18912.60900000001,0.0,-258.37570000000414,6975.0,0.0,0.0,0.0,0
2023-12-26,696457.0153,284568.0,981025.0153,0.9810250153,-18974.98470000003,0.0,0.0,-19119.609000000026,0.0,144.62429999999586,6975.0,0.0,0.0,0.0,0
2023-12-27,696457.0153,286607.0,983064.0153,0.9830640153,-16935.98470000003,0.0,0.0,-19560.60900000001,0.0,2624.624299999996,6975.0,0.0,0.0,0.0,0
2023-12-28,696457.0153,293645.0,990102.0153,0.9901020153,-9897.98470000003,0.0,0.0,-13917.609000000026,0.0,4019.624299999996,6975.0,0.0,0.0,0.0,0
2023-12-29,696457.0153,295632.0,992089.0153,0.9920890152999999,-7910.98470000003,0.0,0.0,-13728.609000000026,0.0,5817.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-02,696457.0153,291536.0,987993.0153,0.9879930152999999,-12006.98470000003,0.0,0.0,-17607.609000000026,0.0,5600.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-03,696457.0153,290187.0,986644.0153,0.9866440153,-13355.98470000003,0.0,0.0,-18615.609000000026,0.0,5259.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-04,696457.0153,290363.0,986820.0153,0.9868200153,-13179.98470000003,0.0,0.0,-20919.609000000026,0.0,7739.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-05,696457.0153,290476.0,986933.0153,0.9869330153,-13066.98470000003,0.0,0.0,-21891.60900000001,0.0,8824.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-08,696457.0153,285790.0,982247.0153,0.9822470152999999,-17752.98470000003,0.0,0.0,-24717.609000000026,0.0,6964.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-09,696457.0153,286056.0,982513.0153,0.9825130153,-17486.98470000003,0.0,0.0,-24978.609000000026,0.0,7491.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-10,696457.0153,287102.0,983559.0153,0.9835590153,-16440.98470000003,0.0,0.0,-24087.60900000001,0.0,7646.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-11,696457.0153,287158.0,983615.0153,0.9836150153,-16384.98470000003,0.0,0.0,-23349.609000000026,0.0,6964.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-12,696457.0153,286375.0,982832.0153,0.9828320153,-17167.98470000003,0.0,0.0,-24132.609000000026,0.0,6964.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-15,696457.0153,289040.0,985497.0153,0.9854970153,-14502.98470000003,0.0,0.0,-24195.609000000026,0.0,9692.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-16,696457.0153,292021.0,988478.0153,0.9884780153,-11521.98470000003,0.0,0.0,-24438.609000000026,0.0,12916.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-17,696457.0153,287373.0,983830.0153,0.9838300152999999,-16169.98470000003,0.0,0.0,-27381.609000000026,0.0,11211.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-18,696457.0153,289950.0,986407.0153,0.9864070153,-13592.98470000003,0.0,0.0,-24897.609000000026,0.0,11304.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-19,696457.0153,290035.0,986492.0153,0.9864920153,-13507.98470000003,0.0,0.0,-24006.60900000004,0.0,10498.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-22,696457.0153,285854.0,982311.0153,0.9823110153,-17688.98470000003,0.0,0.0,-25707.609000000026,0.0,8018.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-23,696457.0153,289420.0,985877.0153,0.9858770152999999,-14122.98470000003,0.0,0.0,-25365.609000000026,0.0,11242.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-24,696457.0153,292534.0,988991.0153,0.9889910153,-11008.98470000003,0.0,0.0,-24762.60900000001,0.0,13753.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-25,696457.0153,292684.0,989141.0153,0.9891410153,-10858.98470000003,0.0,0.0,-22008.60900000001,0.0,11149.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-26,696457.0153,296181.0,992638.0153,0.9926380153,-7361.98470000003,0.0,0.0,-22107.609000000026,0.0,14745.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-29,696457.0153,300541.0,996998.0153,0.9969980153,-3001.98470000003,0.0,0.0,-21405.609000000026,0.0,18403.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-30,696457.0153,295421.0,991878.0153,0.9918780153,-8121.98470000003,0.0,0.0,-25068.609000000026,0.0,16946.624299999996,6975.0,0.0,0.0,0.0,0
2024-01-31,696457.0153,294245.0,990702.0153,0.9907020153,-9297.98470000003,0.0,0.0,-26337.609000000026,0.0,17039.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-01,696457.0153,296161.0,992618.0153,0.9926180152999999,-7381.98470000003,0.0,0.0,-26157.609000000026,0.0,18775.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-02,696457.0153,292013.0,988470.0153,0.9884700153,-11529.98470000003,0.0,0.0,-28569.609000000026,0.0,17039.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-05,696457.0153,298208.0,994665.0153,0.9946650153,-5334.98470000003,0.0,0.0,-26094.609000000026,0.0,20759.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-06,696457.0153,305536.0,1001993.0153,1.0019930153,1993.01529999997,0.0,0.0,-20316.60900000001,0.0,22309.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-07,696457.0153,309924.0,1006381.0153,1.0063810153,6381.01529999997,0.0,0.0,-19524.609000000026,0.0,25905.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-08,696457.0153,307130.0,1003587.0153,1.0035870153,3587.01529999997,0.0,0.0,-19776.609000000026,0.0,23363.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-19,696457.0153,310395.0,1006852.0153,1.0068520153,6852.01529999997,0.0,0.0,-17472.609000000026,0.0,24324.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-20,696457.0153,312212.0,1008669.0153,1.0086690153,8669.01529999997,0.0,0.0,-19065.609000000026,0.0,27734.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-21,696457.0153,318219.0,1014676.0153,1.0146760153,14676.01529999997,0.0,0.0,-13089.609000000011,0.0,27765.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-22,696457.0153,317175.0,1013632.0153,1.0136320153,13632.01529999997,0.0,0.0,-13017.609000000026,0.0,26649.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-23,696457.0153,312361.0,1008818.0153,1.0088180153,8818.01529999997,0.0,0.0,-12468.609000000026,0.0,21286.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-26,696457.0153,312714.0,1009171.0153,1.0091710153,9171.01529999997,0.0,0.0,-14223.60900000004,0.0,23394.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-27,696457.0153,317736.0,1014193.0153,1.0141930153,14193.01529999997,0.0,0.0,-14223.60900000004,0.0,28416.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-28,696457.0153,317219.0,1013676.0153,1.0136760153,13676.01529999997,0.0,0.0,-14430.609000000026,0.0,28106.624299999996,6975.0,0.0,0.0,0.0,0
2024-02-29,696457.0153,322178.0,1018635.0153,1.0186350153,18635.01529999997,0.0,0.0,-11982.609000000026,0.0,30617.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-01,696457.0153,328188.0,1024645.0153,1.0246450153,24645.01529999997,0.0,0.0,-11676.609000000026,0.0,36321.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-04,696457.0153,326557.0,1023014.0153,1.0230140153,23014.01529999997,0.0,0.0,-13710.609000000011,0.0,36724.62429999997,6975.0,0.0,0.0,0.0,0
2024-03-05,696457.0153,329055.0,1025512.0153,1.0255120153,25512.01529999997,0.0,0.0,-12576.609000000026,0.0,38088.624300000025,6975.0,0.0,0.0,0.0,0
2024-03-06,696457.0153,325135.0,1021592.0153,1.0215920153,21592.01529999997,0.0,0.0,-14853.609000000026,0.0,36445.624300000025,6975.0,0.0,0.0,0.0,0
2024-03-07,696457.0153,328405.0,1024862.0153,1.0248620152999999,24862.01529999997,0.0,0.0,-15582.609000000026,0.0,40444.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-08,696457.0153,329487.99999999994,1025945.0152999999,1.0259450152999998,25945.015299999854,0.0,0.0,-15429.60900000004,0.0,41374.62429999997,6975.0,0.0,0.0,0.0,0
2024-03-11,696457.0153,329846.0,1026303.0153,1.0263030153,26303.01529999997,0.0,0.0,-12963.609000000026,0.0,39266.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-12,696457.0153,332282.0,1028739.0153,1.0287390153,28739.01529999997,0.0,0.0,-6528.609000000026,0.0,35267.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-13,696457.0153,331601.0,1028058.0153,1.0280580153,28058.01529999997,0.0,0.0,-7023.609000000026,0.0,35081.62429999997,6975.0,0.0,0.0,0.0,0
2024-03-14,696457.0153,334554.0,1031011.0153,1.0310110153,31011.01529999997,0.0,0.0,-5403.609000000026,0.0,36414.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-15,696457.0153,335703.0,1032160.0153,1.0321600153,32160.01529999997,0.0,0.0,-2766.609000000026,0.0,34926.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-18,696457.0153,331466.0,1027923.0153,1.0279230153,27923.01529999997,0.0,0.0,-1857.6090000000258,0.0,29780.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-19,696457.0153,335693.0,1032150.0153,1.0321500153,32150.01529999997,0.0,0.0,1625.3909999999742,0.0,30524.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-20,696457.0153,333083.0,1029540.0153,1.0295400153,29540.01529999997,0.0,0.0,1247.3909999999742,0.0,28292.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-21,696457.0153,328654.0,1025111.0153,1.0251110153,25111.01529999997,0.0,0.0,941.3909999999742,0.0,24169.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-22,696457.0153,332209.0,1028666.0153,1.0286660153,28666.01529999997,0.0,0.0,-1920.6090000000258,0.0,30586.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-25,696457.0153,331538.0,1027995.0153,1.0279950153,27995.01529999997,0.0,0.0,-3459.609000000026,0.0,31454.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-26,696457.0153,334130.0,1030587.0153,1.0305870153,30587.01529999997,0.0,0.0,-309.60900000002584,0.0,30896.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-27,696457.0153,334771.0,1031228.0153,1.0312280153,31228.01529999997,0.0,0.0,-2613.609000000026,0.0,33841.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-28,696457.0153,337988.0,1034445.0153,1.0344450153,34445.01529999997,0.0,0.0,-2217.609000000026,0.0,36662.624299999996,6975.0,0.0,0.0,0.0,0
2024-03-29,696457.0153,337241.0,1033698.0153,1.0336980153,33698.01529999997,0.0,0.0,-1848.6090000000258,0.0,35546.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-01,696457.0153,346834.0,1043291.0153,1.0432910153,43291.01529999997,0.0,0.0,1544.3909999999742,0.0,41746.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-02,696457.0153,345325.0,1041782.0153,1.0417820153,41782.01529999997,0.0,0.0,-57.609000000025844,0.0,41839.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-03,696457.0153,346003.0,1042460.0153,1.0424600152999999,42460.01529999997,0.0,0.0,-867.6090000000258,0.0,43327.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-08,696457.0153,335053.0,1031510.0153,1.0315100152999999,31510.01529999997,0.0,0.0,-7446.609000000026,0.0,38956.62429999997,6975.0,0.0,0.0,0.0,0
2024-04-09,696457.0153,333456.0,1029913.0153,1.0299130153,29913.01529999997,0.0,0.0,-8175.609000000026,0.0,38088.624300000025,6975.0,0.0,0.0,0.0,0
2024-04-10,696457.0153,330835.0,1027292.0153,1.0272920153,27292.01529999997,0.0,0.0,-11199.609000000026,0.0,38491.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-11,696457.0153,329823.0,1026280.0153,1.0262800153,26280.01529999997,0.0,0.0,-11901.609000000026,0.0,38181.62429999997,6975.0,0.0,0.0,0.0,0
2024-04-12,696457.0153,327600.0,1024057.0153,1.0240570153,24057.01529999997,0.0,0.0,-13566.609000000011,0.0,37623.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-15,696457.0153,339792.0,1036249.0153,1.0362490153,36249.01529999997,0.0,0.0,-7419.609000000026,0.0,43668.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-16,696457.0153,342234.0,1038691.0153,1.0386910153,38691.01529999997,0.0,0.0,-9534.609000000026,0.0,48225.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-17,696457.0153,343368.0,1039825.0153,1.0398250153,39825.01529999997,0.0,0.0,-9237.609000000011,0.0,49062.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-18,696457.0153,347482.0,1043939.0153,1.0439390152999999,43939.01529999997,0.0,0.0,-9525.60900000004,0.0,53464.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-19,696457.0153,345610.0,1042067.0153,1.0420670153,42067.01529999997,0.0,0.0,-11397.609000000026,0.0,53464.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-22,696457.0153,347042.0,1043499.0153,1.0434990152999999,43499.01529999997,0.0,0.0,-9903.609000000026,0.0,53402.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-23,696457.0153,344336.0,1040793.0153,1.0407930153,40793.01529999997,0.0,0.0,-7680.609000000026,0.0,48473.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-24,696457.0153,344572.0,1041029.0153,1.0410290153,41029.01529999997,0.0,0.0,-5925.609000000026,0.0,46954.624300000025,6975.0,0.0,0.0,0.0,0
2024-04-25,696457.0153,345626.0,1042083.0153,1.0420830153,42083.01529999997,0.0,0.0,-5925.609000000026,0.0,48008.62429999997,6975.0,0.0,0.0,0.0,0
2024-04-26,696457.0153,348972.0,1045429.0153,1.0454290152999999,45429.01529999997,0.0,0.0,-2982.609000000026,0.0,48411.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-29,696457.0153,347995.0,1044452.0153,1.0444520152999999,44452.01529999997,0.0,0.0,-3432.609000000026,0.0,47884.624299999996,6975.0,0.0,0.0,0.0,0
2024-04-30,696457.0153,351705.0,1048162.0153,1.0481620153,48162.01529999997,0.0,0.0,-4620.609000000026,0.0,52782.624299999996,6975.0,0.0,0.0,0.0,0
2024-05-06,696457.0153,359640.0,1056097.0153,1.0560970153,56097.01530000009,0.0,0.0,-498.60900000002584,0.0,56595.624300000025,6975.0,0.0,0.0,0.0,0
2024-05-07,696457.0153,360756.0,1057213.0153,1.0572130153000001,57213.01530000009,0.0,0.0,338.39099999997416,0.0,56874.62429999997,6975.0,0.0,0.0,0.0,0
2024-05-08,696457.0153,358825.0,1055282.0153,1.0552820153,55282.01530000009,0.0,0.0,-507.60900000002584,0.0,55789.624299999996,6975.0,0.0,0.0,0.0,0
2024-05-09,696457.0153,362091.0,1058548.0153,1.0585480153,58548.01530000009,0.0,0.0,-651.6090000000258,0.0,59199.62429999997,6975.0,0.0,0.0,0.0,0
2024-05-10,696457.0153,361815.0,1058272.0153,1.0582720153,58272.01530000009,0.0,0.0,-1020.6090000000258,0.0,59292.624299999996,6975.0,0.0,0.0,0.0,0
2024-05-13,696457.0153,361391.0,1057848.0153,1.0578480153,57848.01530000009,0.0,0.0,-4017.609000000026,0.0,61865.62429999997,6975.0,0.0,0.0,0.0,0
2024-05-14,696457.0153,355810.0,1052267.0153,1.0522670153,52267.01530000009,0.0,0.0,-3801.609000000026,0.0,56068.624299999996,6975.0,0.0,0.0,0.0,0
2024-05-15,704827.0153,352489.0,1057316.0153,1.0573160153,57316.01530000009,0.0,0.0,-3774.609000000026,0.0,61090.624300000025,15345.0,0.0,0.0,0.0,0
2024-05-16,704827.0153,353599.0,1058426.0153,1.0584260153,58426.01530000009,0.0,0.0,-1362.6090000000258,0.0,59788.624299999996,15345.0,0.0,0.0,0.0,0
2024-05-17,704827.0153,351662.0,1056489.0153,1.0564890153000002,56489.01530000009,0.0,0.0,761.3909999999742,0.0,55727.624299999996,15345.0,0.0,0.0,0.0,0
2024-05-20,704827.0153,347937.0,1052764.0153,1.0527640153000002,52764.01530000009,0.0,0.0,1562.3909999999742,0.0,51201.62429999997,15345.0,0.0,0.0,0.0,0
2024-05-21,704827.0153,347191.0,1052018.0153,1.0520180153,52018.01530000009,0.0,0.0,878.3909999999742,0.0,51139.624299999996,15345.0,0.0,0.0,0.0,0
2024-05-22,704827.0153,342379.0,1047206.0153,1.0472060153,47206.01529999997,0.0,0.0,-399.60900000002584,0.0,47605.624299999996,15345.0,0.0,0.0,0.0,0
2024-05-23,704827.0153,342034.0,1046861.0153,1.0468610153,46861.01529999997,0.0,0.0,-1767.6090000000258,0.0,48628.62429999997,15345.0,0.0,0.0,0.0,0
2024-05-24,704827.0153,342557.0,1047384.0153,1.0473840153,47384.01529999997,0.0,0.0,-3972.609000000026,0.0,51356.624299999996,15345.0,0.0,0.0,0.0,0
2024-05-27,704827.0153,345951.0,1050778.0153,1.0507780153000001,50778.01530000009,0.0,0.0,-3585.609000000026,0.0,54363.624299999996,15345.0,0.0,0.0,0.0,0
2024-05-28,704827.0153,342820.0,1047647.0153,1.0476470153,47647.01529999997,0.0,0.0,-4980.609000000026,0.0,52627.624299999996,15345.0,0.0,0.0,0.0,0
2024-05-29,704827.0153,338424.0,1043251.0153,1.0432510152999999,43251.01529999997,0.0,0.0,-5718.609000000026,0.0,48969.62429999997,15345.0,0.0,0.0,0.0,0
2024-05-30,704827.0153,333692.0,1038519.0153,1.0385190153,38519.01529999997,0.0,0.0,-8373.609000000026,0.0,46892.624300000025,15345.0,0.0,0.0,0.0,0
2024-05-31,704827.0153,332786.0,1037613.0153,1.0376130153,37613.01529999997,0.0,0.0,-7977.609000000026,0.0,45590.624300000025,15345.0,0.0,0.0,0.0,0
2024-06-03,704827.0153,332944.0,1037771.0153,1.0377710153,37771.01529999997,0.0,0.0,-8625.609000000026,0.0,46396.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-04,704827.0153,333510.0,1038337.0153,1.0383370153,38337.01529999997,0.0,0.0,-7005.609000000026,0.0,45342.624300000025,15345.0,0.0,0.0,0.0,0
2024-06-05,704827.0153,329336.0,1034163.0153,1.0341630152999999,34163.01529999997,0.0,0.0,-8823.609000000026,0.0,42986.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-06,704827.0153,334266.0,1039093.0153,1.0390930153,39093.01529999997,0.0,0.0,-9597.609000000026,0.0,48690.624300000025,15345.0,0.0,0.0,0.0,0
2024-06-07,704827.0153,330102.0,1034929.0153,1.0349290153,34929.01529999997,0.0,0.0,-11901.609000000026,0.0,46830.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-11,704827.0153,326132.0,1030959.0153,1.0309590153,30959.01529999997,0.0,0.0,-15375.60900000004,0.0,46334.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-12,704827.0153,326106.0,1030933.0153,1.0309330153,30933.01529999997,0.0,0.0,-15897.609000000026,0.0,46830.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-13,704827.0153,319256.0,1024083.0153,1.0240830153,24083.01529999997,0.0,0.0,-18903.609000000026,0.0,42986.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-14,704827.0153,325503.0,1030330.0153,1.0303300153,30330.01529999997,0.0,0.0,-17895.609000000026,0.0,48225.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-17,704827.0153,322200.0,1027027.0153,1.0270270153,27027.01529999997,0.0,0.0,-17850.60900000004,0.0,44877.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-18,704827.0153,321505.0,1026332.0153,1.0263320153,26332.01529999997,0.0,0.0,-19506.60900000004,0.0,45838.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-19,704827.0153,319198.0,1024025.0153,1.0240250153,24025.01529999997,0.0,0.0,-19209.609000000026,0.0,43234.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-20,704827.0153,318837.0,1023664.0153,1.0236640153,23664.01529999997,0.0,0.0,-21027.60900000004,0.0,44691.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-21,704827.0153,315425.0,1020252.0153,1.0202520152999999,20252.01529999997,0.0,0.0,-22827.60900000004,0.0,43079.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-24,704827.0153,319055.0,1023882.0153,1.0238820153,23882.01529999997,0.0,0.0,-22080.609000000026,0.0,45962.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-25,704827.0153,320758.0,1025585.0153,1.0255850153,25585.01529999997,0.0,0.0,-21648.60900000004,0.0,47233.624300000025,15345.0,0.0,0.0,0.0,0
2024-06-26,704827.0153,317345.0,1022172.0153,1.0221720153,22172.01529999997,0.0,0.0,-21837.60900000001,0.0,44009.624299999996,15345.0,0.0,0.0,0.0,0
2024-06-27,704827.0153,315395.0,1020222.0153,1.0202220153,20222.01529999997,0.0,0.0,-23322.609000000026,0.0,43544.62429999997,15345.0,0.0,0.0,0.0,0
2024-06-28,704827.0153,315186.0,1020013.0153,1.0200130153,20013.01529999997,0.0,0.0,-24771.609000000026,0.0,44784.624299999996,15345.0,0.0,0.0,0.0,0
2024-07-01,704827.0153,314149.0,1018976.0153,1.0189760153,18976.01529999997,0.0,0.0,-24537.60900000001,0.0,43513.624299999996,15345.0,0.0,0.0,0.0,0
2024-07-02,704827.0153,313704.0,1018531.0153,1.0185310153,18531.01529999997,0.0,0.0,-21603.609000000026,0.0,40134.624299999996,15345.0,0.0,0.0,0.0,0
2024-07-03,704827.0153,313293.0,1018120.0153,1.0181200153,18120.01529999997,0.0,0.0,-22107.609000000026,0.0,40227.624299999996,15345.0,0.0,0.0,0.0,0
2024-07-04,704827.0153,317791.0,1022618.0153,1.0226180153,22618.01529999997,0.0,0.0,-22476.609000000026,0.0,45094.62429999997,15345.0,0.0,0.0,0.0,0
2024-07-05,704827.0153,314455.0,1019282.0153,1.0192820153,19282.01529999997,0.0,0.0,-23952.60900000004,0.0,43234.624299999996,15345.0,0.0,0.0,0.0,0
2024-07-08,704827.0153,312432.0,1017259.0153,1.0172590153,17259.01529999997,0.0,0.0,-26688.609000000026,0.0,43947.624299999996,15345.0,0.0,0.0,0.0,0
2024-07-09,704827.0153,313073.0,1017900.0153,1.0179000153,17900.01529999997,0.0,0.0,-25644.609000000026,0.0,43544.62429999997,15345.0,0.0,0.0,0.0,0
2024-07-10,704827.0153,311697.0,1016524.0153,1.0165240153,16524.01529999997,0.0,0.0,-26121.609000000026,0.0,42645.624299999996,15345.0,0.0,0.0,0.0,0
2024-07-11,704827.0153,315522.0,1020349.0153,1.0203490152999999,20349.01529999997,0.0,0.0,-22575.60900000004,0.0,42924.624299999996,15345.0,0.0,0.0,0.0,0
2024-07-12,708609.7152999999,316160.0,1024769.7152999999,1.0247697153,24769.715299999923,0.0,0.0,-21564.909000000025,3782.7000000000003,46334.624299999996,15345.0,0.0,0.0,0.0,0
