date,cash,positions_value,total_value,net_value,return,002460return,002460dividend,002466return,002466dividend
20230228,1000000,0,1000000,1,0,0,0,0,0
20230301,1000000,0,1000000,1,0,0,0,0,0
20230302,1000000,0,1000000,1,0,0,0,0,0
20230303,1000000,0,1000000,1,0,0,0,0,0
20230306,1000000,0,1000000,1,0,0,0,0,0
20230307,1000000,0,1000000,1,0,0,0,0,0
20230308,1000000,0,1000000,1,0,0,0,0,0
20230309,1000000,0,1000000,1,0,0,0,0,0
20230310,1000000,0,1000000,1,0,0,0,0,0
20230313,1000000,0,1000000,1,0,0,0,0,0
20230314,1000000,0,1000000,1,0,0,0,0,0
20230315,1000000,0,1000000,1,0,0,0,0,0
20230316,1000000,0,1000000,1,0,0,0,0,0
20230317,1000000,0,1000000,1,0,0,0,0,0
20230320,1000000,0,1000000,1,0,0,0,0,0
20230321,1000000,0,1000000,1,0,0,0,0,0
20230322,1000000,0,1000000,1,0,0,0,0,0
20230323,1000000,0,1000000,1,0,0,0,0,0
20230324,1000000,0,1000000,1,0,0,0,0,0
20230327,1000000,0,1000000,1,0,0,0,0,0
20230328,1000000,0,1000000,1,0,0,0,0,0
20230329,1000000,0,1000000,1,0,0,0,0,0
20230330,1000000,0,1000000,1,0,0,0,0,0
20230331,1000000,0,1000000,1,0,0,0,0,0
20230403,1000000,0,1000000,1,0,0,0,0,0
20230404,1000000,0,1000000,1,0,0,0,0,0
20230406,1000000,0,1000000,1,0,0,0,0,0
20230407,1000000,0,1000000,1,0,0,0,0,0
20230410,1000000,0,1000000,1,0,0,0,0,0
20230411,1000000,0,1000000,1,0,0,0,0,0
20230412,1000000,0,1000000,1,0,0,0,0,0
20230413,1000000,0,1000000,1,0,0,0,0,0
20230414,1000000,0,1000000,1,0,0,0,0,0
20230417,1000000,0,1000000,1,0,0,0,0,0
20230418,1000000,0,1000000,1,0,0,0,0,0
20230419,1000000,0,1000000,1,0,0,0,0,0
20230420,1000000,0,1000000,1,0,0,0,0,0
20230421,1000000,0,1000000,1,0,0,0,0,0
20230424,1000000,0,1000000,1,0,0,0,0,0
20230425,1000000,0,1000000,1,0,0,0,0,0
20230426,1000000,0,1000000,1,0,0,0,0,0
20230427,1000000,0,1000000,1,0,0,0,0,0
20230428,1000000,0,1000000,1,0,0,0,0,0
20230504,1000000,0,1000000,1,0,0,0,0,0
20230505,1000000,0,1000000,1,0,0,0,0,0
20230508,1000000,0,1000000,1,0,0,0,0,0
20230509,1000000,0,1000000,1,0,0,0,0,0
20230510,1000000,0,1000000,1,0,0,0,0,0
20230511,1000000,0,1000000,1,0,0,0,0,0
20230512,1000000,0,1000000,1,0,0,0,0,0
20230515,1000000,0,1000000,1,0,0,0,0,0
20230516,1000000,0,1000000,1,0,0,0,0,0
20230517,1000000,0,1000000,1,0,0,0,0,0
20230518,1000000,0,1000000,1,0,0,0,0,0
20230519,1000000,0,1000000,1,0,0,0,0,0
20230522,1000000,0,1000000,1,0,0,0,0,0
20230523,1000000,0,1000000,1,0,0,0,0,0
20230524,1000000,0,1000000,1,0,0,0,0,0
20230525,1000000,0,1000000,1,0,0,0,0,0
20230526,1000000,0,1000000,1,0,0,0,0,0
20230529,1000000,0,1000000,1,0,0,0,0,0
20230530,1000000,0,1000000,1,0,0,0,0,0
20230531,1000000,0,1000000,1,0,0,0,0,0
20230601,1000000,0,1000000,1,0,0,0,0,0
20230602,1000000,0,1000000,1,0,0,0,0,0
20230605,1000000,0,1000000,1,0,0,0,0,0
20230606,1000000,0,1000000,1,0,0,0,0,0
20230607,1000000,0,1000000,1,0,0,0,0,0
20230608,1000000,0,1000000,1,0,0,0,0,0
20230609,1000000,0,1000000,1,0,0,0,0,0
20230612,1000000,0,1000000,1,0,0,0,0,0
20230613,1000000,0,1000000,1,0,0,0,0,0
20230614,1000000,0,1000000,1,0,0,0,0,0
20230615,1000000,0,1000000,1,0,0,0,0,0
20230616,1000000,0,1000000,1,0,0,0,0,0
20230619,1000000,0,1000000,1,0,0,0,0,0
20230620,1000000,0,1000000,1,0,0,0,0,0
20230621,1000000,0,1000000,1,0,0,0,0,0
20230626,1000000,0,1000000,1,0,0,0,0,0
20230627,1000000,0,1000000,1,0,0,0,0,0
20230628,1000000,0,1000000,1,0,0,0,0,0
20230629,1000000,0,1000000,1,0,0,0,0,0
20230630,1000000,0,1000000,1,0,0,0,0,0
20230703,1000000,0,1000000,1,0,0,0,0,0
20230704,1000000,0,1000000,1,0,0,0,0,0
20230705,1000000,0,1000000,1,0,0,0,0,0
20230706,1000000,0,1000000,1,0,0,0,0,0
20230707,1000000,0,1000000,1,0,0,0,0,0
20230710,1000000,0,1000000,1,0,0,0,0,0
20230711,1000000,0,1000000,1,0,0,0,0,0
20230712,1000000,0,1000000,1,0,0,0,0,0
20230713,1000000,0,1000000,1,0,0,0,0,0
20230714,1000000,0,1000000,1,0,0,0,0,0
20230717,1000000,0,1000000,1,0,0,0,0,0
20230718,1000000,0,1000000,1,0,0,0,0,0
20230719,1000000,0,1000000,1,0,0,0,0,0
20230720,1000000,0,1000000,1,0,0,0,0,0
20230721,1000000,0,1000000,1,0,0,0,0,0
20230724,1000000,0,1000000,1,0,0,0,0,0
20230725,1000000,0,1000000,1,0,0,0,0,0
20230726,1000000,0,1000000,1,0,0,0,0,0
20230727,1000000,0,1000000,1,0,0,0,0,0
20230728,1000000,0,1000000,1,0,0,0,0,0
20230731,1000000,0,1000000,1,0,0,0,0,0
20230801,1000000,0,1000000,1,0,0,0,0,0
20230802,1000000,0,1000000,1,0,0,0,0,0
20230803,1000000,0,1000000,1,0,0,0,0,0
20230804,1000000,0,1000000,1,0,0,0,0,0
20230807,1000000,0,1000000,1,0,0,0,0,0
20230808,1000000,0,1000000,1,0,0,0,0,0
20230809,1000000,0,1000000,1,0,0,0,0,0
20230810,1000000,0,1000000,1,0,0,0,0,0
20230811,1000000,0,1000000,1,0,0,0,0,0
20230814,1000000,0,1000000,1,0,0,0,0,0
20230815,1000000,0,1000000,1,0,0,0,0,0
20230816,1000000,0,1000000,1,0,0,0,0,0
20230817,1000000,0,1000000,1,0,0,0,0,0
20230818,1000000,0,1000000,1,0,0,0,0,0
20230821,1000000,0,1000000,1,0,0,0,0,0
20230822,1000000,0,1000000,1,0,0,0,0,0
20230823,1000000,0,1000000,1,0,0,0,0,0
20230824,1000000,0,1000000,1,0,0,0,0,0
20230825,1000000,0,1000000,1,0,0,0,0,0
20230828,1000000,0,1000000,1,0,0,0,0,0
20230829,1000000,0,1000000,1,0,0,0,0,0
20230830,1000000,0,1000000,1,0,0,0,0,0
20230831,1000000,0,1000000,1,0,0,0,0,0
20230901,1000000,0,1000000,1,0,0,0,0,0
20230904,1000000,0,1000000,1,0,0,0,0,0
20230905,1000000,0,1000000,1,0,0,0,0,0
20230906,1000000,0,1000000,1,0,0,0,0,0
20230907,1000000,0,1000000,1,0,0,0,0,0
20230908,1000000,0,1000000,1,0,0,0,0,0
20230911,1000000,0,1000000,1,0,0,0,0,0
20230912,1000000,0,1000000,1,0,0,0,0,0
20230913,1000000,0,1000000,1,0,0,0,0,0
20230914,1000000,0,1000000,1,0,0,0,0,0
20230915,1000000,0,1000000,1,0,0,0,0,0
20230918,1000000,0,1000000,1,0,0,0,0,0
20230919,1000000,0,1000000,1,0,0,0,0,0
20230920,1000000,0,1000000,1,0,0,0,0,0
20230921,1000000,0,1000000,1,0,0,0,0,0
20230922,1000000,0,1000000,1,0,0,0,0,0
20230925,1000000,0,1000000,1,0,0,0,0,0
20230926,1000000,0,1000000,1,0,0,0,0,0
20230927,1000000,0,1000000,1,0,0,0,0,0
20230928,1000000,0,1000000,1,0,0,0,0,0
20231009,1000000,0,1000000,1,0,0,0,0,0
20231010,1000000,0,1000000,1,0,0,0,0,0
20231011,1000000,0,1000000,1,0,0,0,0,0
20231012,1000000,0,1000000,1,0,0,0,0,0
20231013,1000000,0,1000000,1,0,0,0,0,0
20231016,1000000,0,1000000,1,0,0,0,0,0
20231017,1000000,0,1000000,1,0,0,0,0,0
20231018,1000000,0,1000000,1,0,0,0,0,0
20231019,1000000,0,1000000,1,0,0,0,0,0
20231020,1000000,0,1000000,1,0,0,0,0,0
20231023,1000000,0,1000000,1,0,0,0,0,0
20231024,1000000,0,1000000,1,0,0,0,0,0
20231025,1000000,0,1000000,1,0,0,0,0,0
20231026,1000000,0,1000000,1,0,0,0,0,0
20231027,1000000,0,1000000,1,0,0,0,0,0
20231030,1000000,0,1000000,1,0,0,0,0,0
20231031,1000000,0,1000000,1,0,0,0,0,0
20231101,1000000,0,1000000,1,0,0,0,0,0
20231102,1000000,0,1000000,1,0,0,0,0,0
20231103,1000000,0,1000000,1,0,0,0,0,0
20231106,1000000,0,1000000,1,0,0,0,0,0
20231107,1000000,0,1000000,1,0,0,0,0,0
20231108,1000000,0,1000000,1,0,0,0,0,0
20231109,1000000,0,1000000,1,0,0,0,0,0
20231110,1000000,0,1000000,1,0,0,0,0,0
20231113,1000000,0,1000000,1,0,0,0,0,0
20231114,1000000,0,1000000,1,0,0,0,0,0
20231115,1000000,0,1000000,1,0,0,0,0,0
20231116,1000000,0,1000000,1,0,0,0,0,0
20231117,1000000,0,1000000,1,0,0,0,0,0
20231120,1000000,0,1000000,1,0,0,0,0,0
20231121,1000000,0,1000000,1,0,0,0,0,0
20231122,1000000,0,1000000,1,0,0,0,0,0
20231123,1000000,0,1000000,1,0,0,0,0,0
20231124,1000000,0,1000000,1,0,0,0,0,0
20231127,1000000,0,1000000,1,0,0,0,0,0
20231128,1000000,0,1000000,1,0,0,0,0,0
20231129,1000000,0,1000000,1,0,0,0,0,0
20231130,1000000,0,1000000,1,0,0,0,0,0
20231201,1000000,0,1000000,1,0,0,0,0,0
20231204,1000000,0,1000000,1,0,0,0,0,0
20231205,1000000,0,1000000,1,0,0,0,0,0
20231206,1000000,0,1000000,1,0,0,0,0,0
20231207,1000000,0,1000000,1,0,0,0,0,0
20231208,1000000,0,1000000,1,0,0,0,0,0
20231211,1000000,0,1000000,1,0,0,0,0,0
20231212,1000000,0,1000000,1,0,0,0,0,0
20231213,1000000,0,1000000,1,0,0,0,0,0
20231214,1000000,0,1000000,1,0,0,0,0,0
20231215,1000000,0,1000000,1,0,0,0,0,0
20231218,1000000,0,1000000,1,0,0,0,0,0
20231219,1000000,0,1000000,1,0,0,0,0,0
20231220,1000000,0,1000000,1,0,0,0,0,0
20231221,1000000,0,1000000,1,0,0,0,0,0
20231222,1000000,0,1000000,1,0,0,0,0,0
20231225,1000000,0,1000000,1,0,0,0,0,0
20231226,1000000,0,1000000,1,0,0,0,0,0
20231227,1000000,0,1000000,1,0,0,0,0,0
20231228,1000000,0,1000000,1,0,0,0,0,0
20231229,1000000,0,1000000,1,0,0,0,0,0
20240102,1000000,0,1000000,1,0,0,0,0,0
20240103,1000000,0,1000000,1,0,0,0,0,0
20240104,1000000,0,1000000,1,0,0,0,0,0
20240105,1000000,0,1000000,1,0,0,0,0,0
20240108,1000000,0,1000000,1,0,0,0,0,0
20240109,1000000,0,1000000,1,0,0,0,0,0
20240110,1000000,0,1000000,1,0,0,0,0,0
20240111,1000000,0,1000000,1,0,0,0,0,0
20240112,1000000,0,1000000,1,0,0,0,0,0
20240115,1000000,0,1000000,1,0,0,0,0,0
20240116,1000000,0,1000000,1,0,0,0,0,0
20240117,1000000,0,1000000,1,0,0,0,0,0
20240118,1000000,0,1000000,1,0,0,0,0,0
20240119,1000000,0,1000000,1,0,0,0,0,0
20240122,1000000,0,1000000,1,0,0,0,0,0
20240123,1000000,0,1000000,1,0,0,0,0,0
20240124,1000000,0,1000000,1,0,0,0,0,0
20240125,1000000,0,1000000,1,0,0,0,0,0
20240126,1000000,0,1000000,1,0,0,0,0,0
20240129,1000000,0,1000000,1,0,0,0,0,0
20240130,1000000,0,1000000,1,0,0,0,0,0
20240131,1000000,0,1000000,1,0,0,0,0,0
20240201,1000000,0,1000000,1,0,0,0,0,0
20240202,1000000,0,1000000,1,0,0,0,0,0
20240205,1000000,0,1000000,1,0,0,0,0,0
20240206,1000000,0,1000000,1,0,0,0,0,0
20240207,1000000,0,1000000,1,0,0,0,0,0
20240208,1000000,0,1000000,1,0,0,0,0,0
20240219,1000000,0,1000000,1,0,0,0,0,0
20240220,1000000,0,1000000,1,0,0,0,0,0
20240221,1000000,0,1000000,1,0,0,0,0,0
20240222,1000000,0,1000000,1,0,0,0,0,0
20240223,1000000,0,1000000,1,0,0,0,0,0
20240226,1000000,0,1000000,1,0,0,0,0,0
20240227,1000000,0,1000000,1,0,0,0,0,0
20240228,1000000,0,1000000,1,0,0,0,0,0
20240229,1000000,0,1000000,1,0,0,0,0,0
20240301,1000000,0,1000000,1,0,0,0,0,0
20240304,1000000,0,1000000,1,0,0,0,0,0
20240305,1000000,0,1000000,1,0,0,0,0,0
20240306,1000000,0,1000000,1,0,0,0,0,0
20240307,1000000,0,1000000,1,0,0,0,0,0
20240308,1000000,0,1000000,1,0,0,0,0,0
20240311,1000000,0,1000000,1,0,0,0,0,0
20240312,1000000,0,1000000,1,0,0,0,0,0
20240313,1000000,0,1000000,1,0,0,0,0,0
20240314,1000000,0,1000000,1,0,0,0,0,0
20240315,1000000,0,1000000,1,0,0,0,0,0
20240318,1000000,0,1000000,1,0,0,0,0,0
20240319,1000000,0,1000000,1,0,0,0,0,0
20240320,1000000,0,1000000,1,0,0,0,0,0
20240321,1000000,0,1000000,1,0,0,0,0,0
20240322,1000000,0,1000000,1,0,0,0,0,0
20240325,1000000,0,1000000,1,0,0,0,0,0
20240326,1000000,0,1000000,1,0,0,0,0,0
20240327,1000000,0,1000000,1,0,0,0,0,0
20240328,1000000,0,1000000,1,0,0,0,0,0
20240329,1000000,0,1000000,1,0,0,0,0,0
20240401,1000000,0,1000000,1,0,0,0,0,0
20240402,1000000,0,1000000,1,0,0,0,0,0
20240403,1000000,0,1000000,1,0,0,0,0,0
20240408,1000000,0,1000000,1,0,0,0,0,0
20240409,1000000,0,1000000,1,0,0,0,0,0
20240410,1000000,0,1000000,1,0,0,0,0,0
20240411,1000000,0,1000000,1,0,0,0,0,0
20240412,1000000,0,1000000,1,0,0,0,0,0
20240415,1000000,0,1000000,1,0,0,0,0,0
20240416,1000000,0,1000000,1,0,0,0,0,0
20240417,1000000,0,1000000,1,0,0,0,0,0
20240418,1000000,0,1000000,1,0,0,0,0,0
20240419,1000000,0,1000000,1,0,0,0,0,0
20240422,1000000,0,1000000,1,0,0,0,0,0
20240423,1000000,0,1000000,1,0,0,0,0,0
20240424,1000000,0,1000000,1,0,0,0,0,0
20240425,1000000,0,1000000,1,0,0,0,0,0
20240426,1000000,0,1000000,1,0,0,0,0,0
20240429,1000000,0,1000000,1,0,0,0,0,0
20240430,1000000,0,1000000,1,0,0,0,0,0
20240506,1000000,0,1000000,1,0,0,0,0,0
20240507,1000000,0,1000000,1,0,0,0,0,0
20240508,1000000,0,1000000,1,0,0,0,0,0
20240509,1000000,0,1000000,1,0,0,0,0,0
20240510,1000000,0,1000000,1,0,0,0,0,0
20240513,1000000,0,1000000,1,0,0,0,0,0
20240514,1000000,0,1000000,1,0,0,0,0,0
20240515,1000000,0,1000000,1,0,0,0,0,0
20240516,1000000,0,1000000,1,0,0,0,0,0
20240517,887296.7296,112512,999808.7296,0.99980873,-191.2704,-191.2704,0,0,0
20240520,887296.7296,113408,1000704.73,1.00070473,704.7296,704.7296,0,0,0
20240521,887296.7296,111520,998816.7296,0.99881673,-1183.2704,-1183.2704,0,0,0
20240522,887296.7296,113536,1000832.73,1.00083273,832.7296,832.7296,0,0,0
20240523,887296.7296,109600,996896.7296,0.99689673,-3103.2704,-3103.2704,0,0,0
20240524,887296.7296,108160,995456.7296,0.99545673,-4543.2704,-4543.2704,0,0,0
20240527,887296.7296,108480,995776.7296,0.99577673,-4223.2704,-4223.2704,0,0,0
20240528,887296.7296,107328,994624.7296,0.99462473,-5375.2704,-5375.2704,0,0,0
20240529,887296.7296,108864,996160.7296,0.99616073,-3839.2704,-3839.2704,0,0,0
20240530,887296.7296,109216,996512.7296,0.99651273,-3487.2704,-3487.2704,0,0,0
20240531,887296.7296,107616,994912.7296,0.99491273,-5087.2704,-5087.2704,0,0,0
20240603,887296.7296,106752,994048.7296,0.99404873,-5951.2704,-5951.2704,0,0,0
20240604,887296.7296,107232,994528.7296,0.99452873,-5471.2704,-5471.2704,0,0,0
20240605,772638.1408,220192,992830.1408,0.992830141,-7169.8592,-6975.2704,0,-194.5888,0
20240606,772638.1408,220320,992958.1408,0.992958141,-7041.8592,-6943.2704,0,-98.5888,0
