date,cash,positions_value,total_value,net_value,return,600036return,600036dividend,000333return,000333dividend,601919return,601919dividend,000858return,000858dividend,002602return,002602dividend,002555return,002555dividend,002466return,002466dividend,002460return,002460dividend,002738return,002738dividend
20230224,760008.7072000001,232040.0,992048.7072000001,0.9920487072,-7951.292799999937,-3095.2599999999948,0.0,-4856.032800000001,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230227,760008.7072000001,229808.0,989816.7072000001,0.9898167072,-10183.292799999937,-3935.2600000000093,0.0,-6248.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230228,760008.7072000001,230372.0,990380.7072000001,0.9903807072,-9619.292799999937,-3515.2599999999948,0.0,-6104.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230301,760008.7072000001,238188.0,998196.7072000001,0.9981967072000001,-1803.2927999999374,-883.2599999999948,0.0,-920.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230302,760008.7072000001,238740.0,998748.7072000001,0.9987487072000001,-1251.2927999999374,-883.2599999999948,0.0,-368.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230303,760008.7072000001,239580.0,999588.7072000001,0.9995887072,-411.2927999999374,-883.2599999999948,0.0,471.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230306,760008.7072000001,232792.0,992800.7072000001,0.9928007072,-7199.292799999937,-4383.259999999995,0.0,-2816.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230307,760008.7072000001,229232.0,989240.7072000001,0.9892407072,-10759.292799999937,-5615.259999999995,0.0,-5144.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230308,760008.7072000001,226296.0,986304.7072000001,0.9863047072000001,-13695.292799999937,-7183.259999999995,0.0,-6512.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230309,760008.7072000001,226104.0,986112.7072000001,0.9861127072000001,-13887.292799999937,-8359.259999999995,0.0,-5528.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230310,760008.7072000001,220844.0,980852.7072000001,0.9808527072000001,-19147.292799999937,-9899.259999999995,0.0,-9248.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230313,760008.7072000001,223084.0,983092.7072000001,0.9830927072000001,-16907.292799999937,-9843.26000000001,0.0,-7064.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230314,760008.7072000001,219584.0,979592.7072000001,0.9795927072,-20407.292799999937,-11159.259999999995,0.0,-9248.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
