date,cash,positions_value,total_value,net_value,return,600036return,600036dividend,000333return,000333dividend,601919return,601919dividend,000858return,000858dividend,002602return,002602dividend,002555return,002555dividend,002466return,002466dividend,002460return,002460dividend,002738return,002738dividend
20230315,760008.7072000001,218768.0,978776.7072000001,0.9787767072000001,-21223.292799999937,-10319.259999999995,0.0,-10904.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230316,760008.7072000001,217116.0,977124.7072000001,0.9771247072000001,-22875.292799999937,-10963.259999999995,0.0,-11912.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230317,760008.7072000001,217000.0,977008.7072000001,0.9770087072000001,-22991.292799999937,-11775.259999999995,0.0,-11216.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230320,760008.7072000001,216592.0,976600.7072000001,0.9766007072,-23399.292799999937,-12447.259999999995,0.0,-10952.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230321,760008.7072000001,220884.0,980892.7072000001,0.9808927072000001,-19107.292799999937,-12139.26000000001,0.0,-6968.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230322,760008.7072000001,220792.0,980800.7072000001,0.9808007072,-19199.292799999937,-11271.259999999995,0.0,-7928.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230323,760008.7072000001,222928.0,982936.7072000001,0.9829367072,-17063.292799999937,-9423.25999999998,0.0,-7640.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230324,760008.7072000001,221420.0,981428.7072000001,0.9814287072000001,-18571.292799999937,-11579.259999999995,0.0,-6992.032799999972,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230327,760008.7072000001,220228.0,980236.7072000001,0.9802367072000001,-19763.292799999937,-12195.259999999995,0.0,-7568.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230328,760008.7072000001,218936.0,978944.7072000001,0.9789447072,-21055.292799999937,-11663.259999999995,0.0,-9392.032799999972,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230329,760008.7072000001,218896.0,978904.7072000001,0.9789047072000001,-21095.292799999937,-12447.259999999995,0.0,-8648.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230330,760008.7072000001,226908.0,986916.7072000001,0.9869167072,-13083.292799999937,-11803.259999999995,0.0,-1280.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230331,760008.7072000001,225100.0,985108.7072000001,0.9851087072000001,-14891.292799999937,-12027.25999999998,0.0,-2864.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230403,760008.7072000001,227492.0,987500.7072000001,0.9875007072,-12499.292799999937,-11747.259999999995,0.0,-752.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230404,760008.7072000001,227096.0,987104.7072000001,0.9871047072000001,-12895.292799999937,-11999.259999999995,0.0,-896.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230406,760008.7072000001,224288.0,984296.7072000001,0.9842967072000001,-15703.292799999937,-13343.26000000001,0.0,-2360.0327999999718,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230407,760008.7072000001,226824.0,986832.7072000001,0.9868327072,-13167.292799999937,-12391.259999999995,0.0,-776.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230410,760008.7072000001,227296.0,987304.7072000001,0.9873047072000001,-12695.292799999937,-12111.259999999995,0.0,-584.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230411,760008.7072000001,228460.0,988468.7072000001,0.9884687072,-11531.292799999937,-13539.26000000001,0.0,2007.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230412,760008.7072000001,227672.0,987680.7072000001,0.9876807072,-12319.292799999937,-13511.259999999995,0.0,1191.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230413,760008.7072000001,225164.0,985172.7072000001,0.9851727072,-14827.292799999937,-12755.259999999995,0.0,-2072.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230414,760008.7072000001,225748.0,985756.7072000001,0.9857567072000001,-14243.292799999937,-11691.259999999995,0.0,-2552.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230417,760008.7072000001,231568.0,991576.7072000001,0.9915767072,-8423.292799999937,-9423.25999999998,0.0,999.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230418,760008.7072000001,236176.0,996184.7072000001,0.9961847072000001,-3815.2927999999374,-8079.259999999995,0.0,4263.967200000014,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230419,760008.7072000001,233992.0,994000.7072000001,0.9940007072000001,-5999.292799999937,-8583.259999999995,0.0,2583.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230420,760008.7072000001,234868.0,994876.7072000001,0.9948767072000001,-5123.292799999937,-10011.259999999995,0.0,4887.967200000014,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230421,760008.7072000001,233040.0,993048.7072000001,0.9930487072,-6951.292799999937,-11383.259999999995,0.0,4431.967200000014,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230424,760008.7072000001,230952.0,990960.7072000001,0.9909607072000001,-9039.292799999937,-13903.259999999995,0.0,4863.967200000014,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230425,760008.7072000001,233644.0,993652.7072000001,0.9936527072000001,-6347.292799999937,-12699.259999999995,0.0,6351.967200000014,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230426,760008.7072000001,230776.0,990784.7072000001,0.9907847072000001,-9215.292799999937,-13287.259999999995,0.0,4071.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230427,760008.7072000001,228788.0,988796.7072000001,0.9887967072,-11203.292799999937,-16619.259999999995,0.0,5415.967200000014,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230428,760008.7072000001,230352.0,990360.7072000001,0.9903607072,-9639.292799999937,-13903.259999999995,0.0,4263.967200000014,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230504,760008.7072000001,231356.0,991364.7072000001,0.9913647072,-8635.292799999937,-12419.259999999995,0.0,3783.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230505,760008.7072000001,229924.0,989932.7072000001,0.9899327072,-10067.292799999937,-10851.259999999995,0.0,783.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230508,760008.7072000001,231704.0,991712.7072000001,0.9917127072,-8287.292799999937,-8303.259999999995,0.0,15.96720000001369,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230509,760008.7072000001,229492.0,989500.7072000001,0.9895007072,-10499.292799999937,-10011.259999999995,0.0,-488.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230510,760008.7072000001,229280.0,989288.7072000001,0.9892887072000001,-10711.292799999937,-11663.259999999995,0.0,951.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230511,760008.7072000001,229540.0,989548.7072000001,0.9895487072000001,-10451.292799999937,-11523.25999999998,0.0,1071.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230512,760008.7072000001,229280.0,989288.7072000001,0.9892887072000001,-10711.292799999937,-12671.259999999995,0.0,1959.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230515,760008.7072000001,232976.0,992984.7072000001,0.9929847072000001,-7015.292799999937,-10823.25999999998,0.0,3807.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230516,760008.7072000001,230336.0,990344.7072000001,0.9903447072,-9655.292799999937,-10487.259999999995,0.0,831.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230517,760008.7072000001,228648.0,988656.7072000001,0.9886567072000001,-11343.292799999937,-11383.259999999995,0.0,39.96720000001369,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230518,760008.7072000001,228460.0,988468.7072000001,0.9884687072,-11531.292799999937,-11523.25999999998,0.0,-8.03279999998631,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230519,760008.7072000001,228980.0,988988.7072000001,0.9889887072000001,-11011.292799999937,-12923.25999999998,0.0,1911.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230522,760008.7072000001,231864.0,991872.7072000001,0.9918727072000001,-8127.292799999937,-12223.25999999998,0.0,4095.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230523,760008.7072000001,228360.0,988368.7072000001,0.9883687072,-11631.292799999937,-13903.259999999995,0.0,2271.9672000000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230524,760008.7072000001,220844.0,980852.7072000001,0.9808527072000001,-19147.292799999937,-15779.259999999995,0.0,-3368.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230525,760008.7072000001,220400.0,980408.7072000001,0.9804087072000001,-19591.292799999937,-17207.259999999995,0.0,-2384.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230526,760008.7072000001,221896.0,981904.7072000001,0.9819047072000001,-18095.292799999937,-16311.259999999995,0.0,-1784.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230529,760008.7072000001,219812.0,979820.7072000001,0.9798207072,-20179.292799999937,-16451.259999999995,0.0,-3728.0327999999863,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230530,760008.7072000001,216984.0,976992.7072000001,0.9769927072000001,-23007.292799999937,-16591.259999999995,0.0,-6416.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230531,760008.7072000001,213632.0,973640.7072000001,0.9736407072000001,-26359.292799999937,-17543.26000000001,0.0,-8816.032799999986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230601,765408.7072000001,207104.0,972512.7072000001,0.9725127072,-27487.292799999937,-18215.259999999995,0.0,-9272.032799999986,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230602,765408.7072000001,216916.0,982324.7072000001,0.9823247072000001,-17675.292799999937,-15387.259999999995,0.0,-2288.0327999999863,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230605,765408.7072000001,221968.0,987376.7072000001,0.9873767072,-12623.292799999937,-15471.259999999995,0.0,2847.9672000000137,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230606,765408.7072000001,222700.0,988108.7072000001,0.9881087072000001,-11891.292799999937,-15387.259999999995,0.0,3495.9672000000137,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230607,765408.7072000001,225840.0,991248.7072000001,0.9912487072,-8751.292799999937,-14743.26000000001,0.0,5991.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230608,765408.7072000001,231960.0,997368.7072000001,0.9973687072,-2631.2927999999374,-12559.259999999995,0.0,9927.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230609,765408.7072000001,229136.0,994544.7072000001,0.9945447072000001,-5455.292799999937,-13511.259999999995,0.0,8055.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230612,765408.7072000001,232084.0,997492.7072000001,0.9974927072,-2507.2927999999374,-13539.26000000001,0.0,11031.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230613,765408.7072000001,230308.0,995716.7072000001,0.9957167072,-4283.292799999937,-13539.26000000001,0.0,9255.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230614,765408.7072000001,230484.0,995892.7072000001,0.9958927072000001,-4107.292799999937,-14491.259999999995,0.0,10383.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230615,765408.7072000001,233616.0,999024.7072000001,0.9990247072,-975.2927999999374,-13567.259999999995,0.0,12591.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230616,765408.7072000001,235044.0,1000452.7072000001,1.0004527072,452.7072000000626,-12979.259999999995,0.0,13431.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230619,765408.7072000001,230368.0,995776.7072000001,0.9957767072000001,-4223.292799999937,-13959.259999999995,0.0,9735.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230620,765408.7072000001,231124.0,996532.7072000001,0.9965327072000001,-3467.2927999999374,-15051.259999999995,0.0,11583.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230621,765408.7072000001,232748.0,998156.7072000001,0.9981567072,-1843.2927999999374,-15107.259999999995,0.0,13263.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230626,765408.7072000001,230844.0,996252.7072000001,0.9962527072,-3747.2927999999374,-16675.259999999995,0.0,12927.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230627,765408.7072000001,235152.0,1000560.7072000001,1.0005607072,560.7072000000626,-16087.259999999995,0.0,16647.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230628,765408.7072000001,235820.0,1001228.7072000001,1.0012287072000001,1228.7072000000626,-15443.26000000001,0.0,16671.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230629,765408.7072000001,233440.0,998848.7072000001,0.9988487072000001,-1151.2927999999374,-16479.259999999995,0.0,15327.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230630,765408.7072000001,233136.0,998544.7072000001,0.9985447072000001,-1455.2927999999374,-16255.259999999995,0.0,14799.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230703,765408.7072000001,236160.0,1001568.7072000001,1.0015687072000001,1568.7072000000626,-13567.259999999995,0.0,15135.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230704,765408.7072000001,235188.0,1000596.7072000001,1.0005967072000002,596.7072000000626,-14155.259999999995,0.0,14751.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230705,765408.7072000001,234372.0,999780.7072000001,0.9997807072,-219.29279999993742,-15499.259999999995,0.0,15279.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230706,765408.7072000001,231312.0,996720.7072000001,0.9967207072000001,-3279.2927999999374,-16759.259999999995,0.0,13479.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230707,765408.7072000001,229068.0,994476.7072000001,0.9944767072,-5523.292799999937,-17515.259999999995,0.0,11991.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230710,765408.7072000001,226772.0,992180.7072000001,0.9921807072000001,-7819.292799999937,-17123.25999999998,0.0,9303.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230711,765408.7072000001,227572.0,992980.7072000001,0.9929807072000001,-7019.292799999937,-16395.259999999995,0.0,9375.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230712,765408.7072000001,229976.0,995384.7072000001,0.9953847072,-4615.292799999937,-15023.25999999998,0.0,10407.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230713,769788.4672000001,227900.0,997688.4672000001,0.9976884672,-2311.532799999928,-14423.499999999995,4379.76,12111.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230714,769788.4672000001,227308.0,997096.4672000001,0.9970964672000001,-2903.532799999928,-14199.499999999995,4379.76,11295.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230717,769788.4672000001,225732.0,995520.4672000001,0.9955204672000001,-4479.532799999928,-14983.499999999995,4379.76,10503.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230718,769788.4672000001,224264.0,994052.4672000001,0.9940524672000001,-5947.532799999928,-15515.499999999995,4379.76,9567.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230719,769788.4672000001,227936.0,997724.4672000001,0.9977244672000001,-2275.532799999928,-15179.499999999995,4379.76,12903.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230720,769788.4672000001,226804.0,996592.4672000001,0.9965924672,-3407.532799999928,-14871.499999999995,4379.76,11463.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230721,769788.4672000001,226152.0,995940.4672000001,0.9959404672000001,-4059.532799999928,-14563.499999999995,4379.76,10503.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230724,769788.4672000001,224308.0,994096.4672000001,0.9940964672000001,-5903.532799999928,-15543.499999999995,4379.76,9639.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230725,769788.4672000001,234708.0,1004496.4672000001,1.0044964672,4496.467200000072,-10447.49999999998,4379.76,14943.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230726,769788.4672000001,233972.0,1003760.4672000001,1.0037604672,3760.467200000072,-10223.499999999995,4379.76,13983.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230727,769788.4672000001,234600.0,1004388.4672000001,1.0043884672,4388.467200000072,-9355.50000000001,4379.76,13743.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230728,769788.4672000001,241656.0,1011444.4672000001,1.0114444672,11444.467200000072,-5323.4999999999945,4379.76,16767.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230731,769788.4672000001,241936.0,1011724.4672000001,1.0117244672,11724.467200000072,-4035.4999999999945,4379.76,15759.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230801,769788.4672000001,237772.0,1007560.4672000001,1.0075604672,7560.467200000072,-5631.4999999999945,4379.76,13191.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230802,769788.4672000001,235204.0,1004992.4672000001,1.0049924672000001,4992.467200000072,-8319.499999999995,4379.76,13311.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230803,769788.4672000001,236256.0,1006044.4672000001,1.0060444672000002,6044.467200000072,-6499.4999999999945,4379.76,12543.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230804,769788.4672000001,236672.0,1006460.4672000001,1.0064604672000002,6460.467200000072,-5939.4999999999945,4379.76,12399.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230807,769788.4672000001,235512.0,1005300.4672000001,1.0053004672,5300.467200000072,-7003.4999999999945,4379.76,12303.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230808,769788.4672000001,232420.0,1002208.4672000001,1.0022084672,2208.467200000072,-7983.4999999999945,4379.76,10191.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230809,769788.4672000001,233400.0,1003188.4672000001,1.0031884672,3188.467200000072,-8347.49999999998,4379.76,11535.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230810,769788.4672000001,230832.0,1000620.4672000001,1.0006204672,620.4672000000719,-8011.4999999999945,4379.76,8631.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230811,769788.4672000001,225252.0,995040.4672000001,0.9950404672000001,-4959.532799999928,-10783.499999999995,4379.76,5823.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230814,769788.4672000001,223944.0,993732.4672000001,0.9937324672000001,-6267.532799999928,-12715.499999999995,4379.76,6447.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230815,769788.4672000001,222992.0,992780.4672000001,0.9927804672000001,-7219.532799999928,-12995.499999999995,4379.76,5775.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230816,769788.4672000001,222068.0,991856.4672000001,0.9918564672000001,-8143.532799999928,-14087.499999999995,4379.76,5943.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230817,769788.4672000001,223028.0,992816.4672000001,0.9928164672,-7183.532799999928,-14591.499999999995,4379.76,7407.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230818,769788.4672000001,220760.0,990548.4672000001,0.9905484672000001,-9451.532799999928,-14339.499999999995,4379.76,4887.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230821,769788.4672000001,217676.0,987464.4672000001,0.9874644672,-12535.532799999928,-16439.499999999993,4379.76,3903.9672000000137,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230822,769788.4672000001,218184.0,987972.4672000001,0.9879724672000001,-12027.532799999928,-15907.499999999995,4379.76,3879.9672000000137,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230823,769788.4672000001,215308.0,985096.4672000001,0.9850964672000001,-14903.532799999928,-17223.499999999993,4379.76,2319.9672000000137,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230824,769788.4672000001,219088.0,988876.4672000001,0.9888764672000001,-11123.532799999928,-16635.499999999993,4379.76,5511.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230825,769788.4672000001,220992.0,990780.4672000001,0.9907804672000001,-9219.532799999928,-15235.499999999995,4379.76,6015.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230828,769788.4672000001,225112.0,994900.4672000001,0.9949004672,-5099.532799999928,-13275.499999999995,4379.76,8175.967200000014,5400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
