date,cash,positions_value,total_value,net_value,return,sold_stocks,002466_return,002466_dividend,603025_return,603025_dividend,002003_return,002003_dividend,002188_return,002188_dividend,000707_return,000707_dividend,002030_return,002030_dividend,600295_return,600295_dividend,601918_return,601918_dividend,600499_return,600499_dividend,600179_return,600179_dividend,002069_return,002069_dividend,000683_return,000683_dividend,601001_return,601001_dividend,600256_return,600256_dividend,002432_return,002432_dividend,000820_return,000820_dividend,601699_return,601699_dividend,000983_return,000983_dividend,002356_return,002356_dividend,002175_return,002175_dividend,002076_return,002076_dividend,600566_return,600566_dividend,300071_return,300071_dividend,600867_return,600867_dividend,601138_return,601138_dividend,000651_return,000651_dividend,600136_return,600136_dividend,300033_return,300033_dividend
20200219,2316694.1215999993,3027463.0,5344157.121599999,1.06883142432,344157.12159999926,[],62204.52699999997,0.0,-19814.69140000001,0.0,-3103.2119999999995,0.0,81778.5262,0.0,25670.87640000001,0.0,75656.14200000002,0.0,18812.291600000026,0.0,8460.703000000009,0.0,36501.726799999975,0.0,67835.5704,0.0,-28080.419400000013,0.0,-13495.415999999968,0.0,-13807.460200000001,0.0,-16282.490800000029,0.0,61820.448000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200220,2316694.1215999993,3063758.0,5380452.121599999,1.0760904243199998,380452.12159999926,[],73544.52699999997,0.0,-17666.69140000001,0.0,-2543.2119999999995,0.0,74890.5262,0.0,26372.87640000001,0.0,75656.14200000002,0.0,19284.291599999997,0.0,10964.703000000009,0.0,58151.726799999975,0.0,64820.5704,0.0,-26898.419400000013,0.0,-9615.415999999968,0.0,-11275.460200000001,0.0,-14078.490800000029,0.0,58844.448000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200221,2316694.1215999993,3067007.0,5383701.121599999,1.07674022432,383701.12159999926,[],74524.52699999997,0.0,-16950.69140000001,0.0,256.78800000000047,0.0,70298.5262,0.0,23564.87640000001,0.0,84656.14200000002,0.0,18576.291599999968,0.0,11590.703000000009,0.0,54687.726799999975,0.0,61805.5704,0.0,-26307.419400000013,0.0,-10391.415999999968,0.0,-11275.460200000001,0.0,-13527.490800000029,0.0,62192.44800000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200224,2316694.1215999993,3068026.0,5384720.121599999,1.07694402432,384720.12159999926,[],64234.52699999997,0.0,-15876.69140000001,0.0,8096.7880000000005,0.0,74890.5262,0.0,22862.87640000001,0.0,94016.14200000002,0.0,16216.291599999997,0.0,9712.703000000009,0.0,47759.726800000004,0.0,58187.5704,0.0,-27489.419400000013,0.0,-9615.415999999968,0.0,-14229.460200000001,0.0,-16282.490800000029,0.0,72236.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200225,2316694.1215999993,3120963.0,5437657.121599999,1.0875314243199998,437657.12159999926,[],87054.52699999997,0.0,-17666.69140000001,0.0,6416.7880000000005,0.0,87518.5262,0.0,20756.87640000001,0.0,114716.14200000002,0.0,11024.291600000026,0.0,5956.703000000009,0.0,51656.726799999975,0.0,70247.5704,0.0,-28671.419400000013,0.0,-12719.415999999968,0.0,-17605.4602,0.0,-19588.49080000003,0.0,78560.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200226,2316694.1215999993,3103836.0,5420530.121599999,1.0841060243199998,420530.12159999926,[],71164.527,0.0,-21604.69140000004,0.0,-303.21199999999953,0.0,100720.5262,0.0,21458.87640000001,0.0,93116.14200000002,0.0,13148.291599999997,0.0,9712.703000000009,0.0,56419.726799999975,0.0,82307.5704,0.0,-27489.419400000013,0.0,-9615.415999999968,0.0,-15917.460200000001,0.0,-17384.49080000003,0.0,64796.448000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200227,2316694.1215999993,3112634.0,5429328.121599999,1.0858656243199998,429328.12159999926,[],63604.526999999944,0.0,-21425.69140000001,0.0,-23.211999999999534,0.0,114496.5262,0.0,21458.87640000001,0.0,83216.14200000002,0.0,13148.291599999997,0.0,9086.703000000009,0.0,53821.726799999975,0.0,95573.5704,0.0,-28080.419400000013,0.0,-10391.415999999968,0.0,-15917.460200000001,0.0,-17384.49080000003,0.0,68144.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200228,2316694.1215999993,3002725.0,5319419.121599999,1.06388382432,319419.12159999926,[],42044.52699999997,0.0,-35745.69140000001,0.0,-7583.2119999999995,0.0,99572.5262,0.0,11630.876400000008,0.0,84116.14200000002,0.0,5124.291599999997,0.0,1574.7030000000086,0.0,40398.726799999946,0.0,105824.5704,0.0,-37536.41940000001,0.0,-17375.41599999997,0.0,-21403.4602,0.0,-22343.49080000003,0.0,71120.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200302,2316694.1215999993,3084963.0,5401657.121599999,1.08033142432,401657.12159999926,[],49324.52699999997,0.0,-23573.69140000001,0.0,-3103.2119999999995,0.0,91536.5262,0.0,16544.87640000001,0.0,87356.14200000002,0.0,14328.291599999997,0.0,7208.703000000009,0.0,49924.726799999975,0.0,101603.5704,0.0,-33399.41940000001,0.0,-12719.415999999968,0.0,-15917.460200000001,0.0,-19037.49080000003,0.0,91580.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200303,2316694.1215999993,3161120.0,5477814.121599999,1.09556282432,477814.12159999926,[],55204.52699999997,0.0,-20351.69140000001,0.0,-583.2119999999995,0.0,98424.5262,0.0,18650.87640000001,0.0,104276.14200000002,0.0,13856.291599999997,0.0,7834.703000000009,0.0,52089.726799999975,0.0,107633.5704,0.0,-32808.41940000001,0.0,-11167.415999999968,0.0,-15495.460200000001,0.0,-18486.49080000003,0.0,118736.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200304,2316694.1215999993,3223441.0,5540135.121599999,1.1080270243199999,540135.1215999993,[],60594.526999999944,0.0,-17487.69140000001,0.0,-1983.2119999999995,0.0,112200.5262,0.0,18650.87640000001,0.0,97436.14200000002,0.0,15272.291599999997,0.0,10964.703000000009,0.0,49924.726799999975,0.0,112457.5704,0.0,-30444.419400000013,0.0,-7287.415999999968,0.0,-11275.460200000001,0.0,-17384.49080000003,0.0,148496.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200305,2316694.1215999993,3257406.0,5574100.121599999,1.11482002432,574100.1215999993,[],59054.52699999997,0.0,-16771.69140000001,0.0,1936.7880000000005,0.0,109904.5262,0.0,27776.87640000001,0.0,100316.14200000002,0.0,19048.291599999997,0.0,13468.703000000009,0.0,50357.726799999975,0.0,118487.5704,0.0,-25716.419400000013,0.0,-4959.415999999939,0.0,-8743.460200000001,0.0,-12976.490800000029,0.0,142916.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200306,2316694.1215999993,3285610.0,5602304.121599999,1.1204608243199998,602304.1215999993,[],64234.52699999997,0.0,-16413.69140000001,0.0,3336.7880000000005,0.0,108182.5262,0.0,25670.87640000001,0.0,105176.14200000002,0.0,16216.291599999997,0.0,12216.703000000009,0.0,46893.726799999975,0.0,110648.5704,0.0,-16851.419400000013,0.0,-6511.415999999939,0.0,-11697.460200000001,0.0,-14078.490800000029,0.0,175280.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200309,2316694.1215999993,3222765.0,5539459.121599999,1.1078918243199998,539459.1215999993,[],42534.52699999997,0.0,-20888.69140000001,0.0,4736.7880000000005,0.0,93832.5262,0.0,20756.87640000001,0.0,109136.14200000002,0.0,9372.291599999997,0.0,5330.703000000009,0.0,36501.726799999975,0.0,100397.5704,0.0,-22761.419400000013,0.0,-11943.415999999968,0.0,-18027.4602,0.0,-20139.49080000003,0.0,210620.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200310,2316694.1215999993,3265841.0,5582535.121599999,1.11650702432,582535.1215999993,[],47084.526999999944,0.0,-11580.69140000001,0.0,4736.7880000000005,0.0,89814.5262,0.0,24968.87640000001,0.0,92576.14200000002,0.0,12204.291599999997,0.0,7208.703000000009,0.0,43429.726799999975,0.0,96779.5704,0.0,-7395.419400000013,0.0,-10391.415999999968,0.0,-16339.460200000001,0.0,-19037.49080000003,0.0,228476.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200311,2316694.1215999993,3337885.0,5654579.121599999,1.13091582432,654579.1215999993,[],44004.52699999997,0.0,-17666.69140000001,0.0,3056.7880000000005,0.0,103016.5262,0.0,24968.87640000001,0.0,108956.14200000002,0.0,10552.291599999968,0.0,4704.703000000009,0.0,41697.726799999975,0.0,102809.5704,0.0,9743.580599999987,0.0,-11943.415999999968,0.0,-18027.4602,0.0,-20690.49080000003,0.0,269396.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200312,2316694.1215999993,3330135.0,5646829.121599999,1.1293658243199998,646829.1215999993,[],35114.52699999997,0.0,-6210.691400000011,0.0,-1703.2119999999995,0.0,99572.5262,0.0,24266.87640000001,0.0,129476.14200000002,0.0,8192.291599999997,0.0,2826.7030000000086,0.0,35202.726800000004,0.0,101000.5704,0.0,28655.580599999987,0.0,-15047.415999999968,0.0,-20559.4602,0.0,-22894.49080000003,0.0,248936.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200313,2316694.1215999993,3243122.0,5559816.121599999,1.11196322432,559816.1215999993,[],26154.526999999973,0.0,-12654.69140000004,0.0,-6183.2119999999995,0.0,89240.5262,0.0,22862.87640000001,0.0,144956.14200000002,0.0,4180.291599999997,0.0,948.7030000000086,0.0,30006.726799999975,0.0,102809.5704,0.0,16835.580599999987,0.0,-18151.41599999997,0.0,-22247.4602,0.0,-25098.49080000003,0.0,206156.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200316,2316694.1215999993,3126363.0,5443057.121599999,1.0886114243199998,443057.12159999926,[],9914.526999999973,0.0,-21962.69140000001,0.0,-11503.212,0.0,78334.52620000002,0.0,20054.87640000001,0.0,126956.14200000002,0.0,-1247.7084000000032,0.0,-2181.2969999999914,0.0,20047.726799999975,0.0,110045.5704,0.0,-2667.4194000000134,0.0,-21255.415999999997,0.0,-26045.4602,0.0,-30057.49080000003,0.0,194624.44799999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200317,2316694.1215999993,3032228.0,5348922.121599999,1.0697844243199999,348922.12159999926,[],604.5269999999728,0.0,-16950.69140000001,0.0,-13463.212,0.0,69724.5262,0.0,21458.87640000001,0.0,98336.14200000002,0.0,-3135.708400000003,0.0,-4059.2969999999914,0.0,12686.726799999975,0.0,114266.5704,0.0,-18624.419400000013,0.0,-21255.415999999997,0.0,-24357.4602,0.0,-30057.49080000003,0.0,163748.44800000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200318,2316694.1215999993,3038011.0,5354705.121599999,1.07094102432,354705.12159999926,[],-6465.473000000027,0.0,-13012.69140000001,0.0,-15143.212,0.0,70872.52619999996,0.0,17948.87640000001,0.0,126056.14200000002,0.0,-5495.708400000003,0.0,-5937.296999999991,0.0,11820.726800000004,0.0,128738.5704,0.0,-25125.419400000013,0.0,-23583.41599999997,0.0,-28155.4602,0.0,-32261.49080000003,0.0,154448.44800000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200319,2316694.1215999993,3010504.0,5327198.121599999,1.06543962432,327198.12159999926,[],-15775.473000000027,0.0,-10506.69140000001,0.0,-14023.212,0.0,70872.52619999996,0.0,19352.87640000001,0.0,116696.14200000002,0.0,-6439.708400000003,0.0,-4685.296999999991,0.0,14851.726799999975,0.0,129341.5704,0.0,-26898.419400000013,0.0,-22807.415999999997,0.0,-28999.4602,0.0,-34465.49080000003,0.0,140684.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200320,2316694.1215999993,3042000.0,5358694.121599999,1.07173882432,358694.12159999926,[],-17455.473000000027,0.0,-12296.69140000001,0.0,-13183.212,0.0,81778.5262,0.0,21458.87640000001,0.0,118136.14200000002,0.0,-3843.708400000003,0.0,-3433.2969999999914,0.0,17016.726799999946,0.0,129944.5704,0.0,-25125.419400000013,0.0,-20479.41599999997,0.0,-26889.4602,0.0,-31710.49080000003,0.0,144776.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200323,2316694.1215999993,2970008.0,5286702.121599999,1.0573404243199997,286702.12159999926,[],-33695.47300000003,0.0,-26079.69140000004,0.0,-15423.212,0.0,94980.5262,0.0,15842.876400000008,0.0,120656.14200000002,0.0,-7619.708400000003,0.0,-8441.296999999991,0.0,6624.726799999975,0.0,114266.5704,0.0,-33990.41940000001,0.0,-25135.41599999997,0.0,-30265.4602,0.0,-36118.49080000003,0.0,151100.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200324,2316694.1215999993,2958872.0,5275566.121599999,1.0551132243199999,275566.12159999926,[],-31735.473000000027,0.0,-34134.69140000001,0.0,-12063.212,0.0,90388.5262,0.0,20054.87640000001,0.0,108956.14200000002,0.0,-3607.708400000003,0.0,-4685.296999999991,0.0,10954.726799999975,0.0,109442.5704,0.0,-31035.419400000013,0.0,-22807.415999999997,0.0,-26467.4602,0.0,-33914.49080000003,0.0,136220.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200325,2138087.0047999993,3216749.0,5354836.004799999,1.0709672009599998,354836.0047999993,[],-24385.473000000027,0.0,-35387.69140000001,0.0,-10663.212,0.0,91536.5262,0.0,24266.87640000001,0.0,120116.14200000002,0.0,-1719.7084000000032,0.0,-1555.2969999999914,0.0,13985.726799999975,0.0,112457.5704,0.0,-16260.419400000013,0.0,-21255.415999999997,0.0,-25623.4602,0.0,-32261.49080000003,0.0,161888.448,0.0,-303.11679999998887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200326,2138087.0047999993,3226948.0,5365035.004799999,1.07300700096,365035.0047999993,[],-32995.47300000003,0.0,-39504.69140000001,0.0,-13463.212,0.0,89814.5262,0.0,25670.87640000001,0.0,135956.14200000002,0.0,2292.291599999997,0.0,-4685.296999999991,0.0,10521.726799999975,0.0,110648.5704,0.0,-10350.419400000013,0.0,-22031.41599999997,0.0,-27733.4602,0.0,-35016.49080000003,0.0,179000.448,0.0,-3089.116799999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200327,2138087.0047999993,3212239.0,5350326.004799999,1.0700652009599998,350326.0047999993,[],-37685.47300000003,0.0,-39146.69140000001,0.0,-13463.212,0.0,92684.5262,0.0,24266.87640000001,0.0,127856.14200000002,0.0,404.29159999999683,0.0,-4685.296999999991,0.0,11820.726800000004,0.0,113663.5704,0.0,-18624.419400000013,0.0,-22807.415999999997,0.0,-27733.4602,0.0,-35016.49080000003,0.0,180488.448,0.0,-1696.1167999999889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200330,2138087.0047999993,3147595.0,5285682.004799999,1.05713640096,285682.0047999993,[],-51125.47300000003,0.0,-42010.69140000001,0.0,-17383.212,0.0,89814.5262,0.0,23564.87640000001,0.0,118856.14200000002,0.0,-1719.7084000000032,0.0,-7815.296999999991,0.0,3593.726799999975,0.0,99191.5704,0.0,-9759.419400000013,0.0,-25135.41599999997,0.0,-28999.4602,0.0,-37771.49080000003,0.0,178256.448,0.0,-5875.116799999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200331,2138087.0047999993,3140987.0,5279074.004799999,1.05581480096,279074.0047999993,[],-50845.47300000003,0.0,-40757.69140000001,0.0,-18503.212,0.0,89814.5262,0.0,23564.87640000001,0.0,133076.14200000002,0.0,-1483.7084000000032,0.0,-8441.296999999991,0.0,1428.726799999975,0.0,94367.5704,0.0,287.5805999999866,0.0,-25911.41599999997,0.0,-30265.4602,0.0,-36669.49080000003,0.0,156680.448,0.0,-7268.116799999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200401,2138087.0047999993,3131036.0,5269123.004799999,1.0538246009599999,269123.0047999993,[],-39715.47300000003,0.0,-37356.69140000001,0.0,-19903.212,0.0,77760.5262,0.0,22160.87640000001,0.0,143156.14200000002,0.0,-4315.708400000003,0.0,-8441.296999999991,0.0,3160.726799999975,0.0,80498.5704,0.0,-5622.419400000013,0.0,-25911.41599999997,0.0,-30687.4602,0.0,-37771.49080000003,0.0,160772.448,0.0,-8661.116799999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200402,2138087.0047999993,3159632.0,5297719.004799999,1.0595438009599998,297719.0047999993,[],-36985.47300000003,0.0,-34492.69140000001,0.0,-18783.212,0.0,80630.52619999996,0.0,24266.87640000001,0.0,140996.14200000002,0.0,-2191.708400000003,0.0,-5311.296999999991,0.0,7490.726799999975,0.0,81101.57039999997,0.0,-9759.419400000013,0.0,-23583.41599999997,0.0,-27733.4602,0.0,-32261.49080000003,0.0,157424.44799999995,0.0,-3089.116799999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200403,2138087.0047999993,3145599.0,5283686.004799999,1.0567372009599998,283686.0047999993,[],-39435.47300000003,0.0,-39683.69140000001,0.0,-20743.212,0.0,81778.5262,0.0,24968.87640000001,0.0,151256.14200000002,0.0,-3843.708400000003,0.0,-7815.296999999991,0.0,3160.726799999975,0.0,79895.5704,0.0,-4440.419400000013,0.0,-25911.41599999997,0.0,-30265.4602,0.0,-34465.49080000003,0.0,159284.448,0.0,-10054.116799999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200407,2138087.0047999993,3233174.0,5371261.004799999,1.07425220096,371261.0047999993,[],-33695.47300000003,0.0,-36819.69140000001,0.0,-17383.212,0.0,90388.5262,0.0,27074.87640000001,0.0,162956.14200000002,0.0,-539.7084000000032,0.0,-1555.2969999999914,0.0,7923.726799999946,0.0,92558.5704,0.0,2060.5805999999866,0.0,-22807.415999999997,0.0,-26467.4602,0.0,-32261.49080000003,0.0,167096.448,0.0,-7268.116799999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200408,2138087.0047999993,3230987.0,5369074.004799999,1.07381480096,369074.0047999993,[],-35445.47300000003,0.0,-36282.69140000001,0.0,-17383.212,0.0,103590.5262,0.0,34094.87640000001,0.0,142796.14200000002,0.0,1112.2915999999968,0.0,-2181.2969999999914,0.0,7923.726799999946,0.0,93161.5704,0.0,3242.5805999999866,0.0,-22807.415999999997,0.0,-25201.4602,0.0,-32261.49080000003,0.0,163376.448,0.0,-8661.116799999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200409,2138087.0047999993,3243216.0,5381303.004799999,1.0762606009599998,381303.0047999993,[],-35165.47300000003,0.0,-36819.69140000001,0.0,-17663.212,0.0,110478.5262,0.0,33392.87640000001,0.0,147656.14200000002,0.0,876.2915999999968,0.0,-1555.2969999999914,0.0,9222.726799999975,0.0,93764.5704,0.0,-303.4194000000134,0.0,-22807.415999999997,0.0,-26045.4602,0.0,-32812.49080000003,0.0,166352.448,0.0,-7268.116799999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200410,2138087.0047999993,3174331.0,5312418.004799999,1.0624836009599998,312418.0047999993,[],-40065.47300000003,0.0,-40399.69140000001,0.0,-16823.212,0.0,102442.5262,0.0,28478.87640000001,0.0,142256.14200000002,0.0,1820.2915999999968,0.0,-4059.2969999999914,0.0,5325.726799999975,0.0,94367.5704,0.0,-9759.419400000013,0.0,-25135.41599999997,0.0,-28155.4602,0.0,-34465.49080000003,0.0,152216.448,0.0,-15626.116799999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200413,2138087.0047999993,3166770.0,5304857.004799999,1.0609714009599998,304857.0047999993,[],-43845.47300000003,0.0,-41294.69140000001,0.0,-17663.212,0.0,116792.5262,0.0,29180.87640000001,0.0,148016.14200000008,0.0,-1247.7084000000032,0.0,-5311.296999999991,0.0,5325.726799999975,0.0,89543.5704,0.0,-16260.419400000013,0.0,-25135.41599999997,0.0,-29421.4602,0.0,-33914.49080000003,0.0,154076.448,0.0,-23984.11679999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200414,2138087.0047999993,3225901.0,5363988.004799999,1.0727976009599998,363988.0047999993,[],-34185.47300000003,0.0,-38967.69140000001,0.0,-16823.212,0.0,131716.5262,0.0,34796.87640000001,0.0,156116.14200000002,0.0,876.2915999999968,0.0,-3433.2969999999914,0.0,8356.726799999975,0.0,88337.5704,0.0,-12714.419400000013,0.0,-23583.41599999997,0.0,-27311.4602,0.0,-32261.49080000003,0.0,157052.448,0.0,-23984.11679999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2138087.0047999993,3227814.0,5365901.004799999,1.0731802009599998,365901.0047999993,[],-40065.47300000003,0.0,-39504.69140000001,0.0,-18223.212,0.0,116218.5262,0.0,33392.87640000001,0.0,189596.14200000002,0.0,1348.2915999999968,0.0,-4059.2969999999914,0.0,6191.726799999946,0.0,84116.5704,0.0,-13305.419400000013,0.0,-25911.41599999997,0.0,-28999.4602,0.0,-33914.49080000003,0.0,163004.448,0.0,-23984.11679999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200416,2138087.0047999993,3248982.0,5387069.004799999,1.0774138009599998,387069.0047999993,[],-43145.47300000003,0.0,-40041.69140000001,0.0,-20183.212,0.0,101294.5262,0.0,33392.87640000001,0.0,226496.14200000002,0.0,3000.291599999997,0.0,-4685.296999999991,0.0,7057.726799999975,0.0,78086.5704,0.0,-15669.419400000013,0.0,-25911.41599999997,0.0,-28155.4602,0.0,-34465.49080000003,0.0,176768.448,0.0,-26770.11679999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
